Hypervolume;Spread;ParetoSize;BestF1_Attractions;BestF1_Hotel;BestF2_Quality;BestF2_Hotel;BestF3_Time;BestF3_Hotel;BestF4_Cost;BestF4_Hotel
0.0599;1.1120;60;14;Le Square Phillips Hotel & Suites;71.1;Le Square Phillips Hotel & Suites;691.9499999999999;Auberge L'Apero;39.25;Auberge L'Apero
