Iteration;ParetoSize;Time;MinAttr;MaxAttr;AvgAttr;MinQuality;MaxQuality;AvgQuality;MinTime;MaxTime;AvgTime;MinCost;MaxCost;AvgCost
1;30;3.28;1;10;5.10;12.2;55.5;31.32;64.3;1366.9;626.41;25.25;1088.83;202.23
2;30;45.26;1;12;5.77;12.2;62.3;34.01;64.3;1382.3;601.70;25.25;528.00;154.08
3;30;61.35;1;13;6.27;7.8;66.9;36.21;64.3;1414.7;613.43;25.25;430.05;148.47
4;30;77.30;1;13;6.27;12.2;67.1;36.63;64.3;1414.7;628.14;25.25;439.00;170.32
