Solution;Hotel;HotelRating;HotelPrice;TotalAttractions;TotalQuality;TotalTime;TotalCost;Day1Attractions;Day1Neighborhoods;Day1Time;Day1Cost;Day2Attractions;Day2Neighborhoods;Day2Time;Day2Cost;Day1Sequence;Day1TransportModes;Day2Sequence;Day2TransportModes
1;Sonder Maisonneuve;4.7;228.25;10;54.4;1107.3;334.22;5;3;485.6;60.50;5;4;621.7;45.47;Notre-Dame Basilica|Notre-Dame-de-Bon-Secours Chapel|Musée du Montréal juif - Museum of Jewish Montreal|L'original Art Gallery|Leonard Cohen Mural;Walking|Car|Walking|Walking|Walking|Walking;City Hall|Cathédrale Christ Church Cathedral|Musée Marguerite-Bourgeoys|Crystal Dreams St Denis - Montreal|Biodôme De Montreal;Walking|Car|Walking|Walking|Walking|Walking
2;Vogue Hotel Montreal Downtown, Curio Collection by Hilton;4.7;541.50;10;54.4;1098.9;647.47;5;3;485.2;60.50;5;4;613.7;45.47;Notre-Dame Basilica|Notre-Dame-de-Bon-Secours Chapel|Musée du Montréal juif - Museum of Jewish Montreal|L'original Art Gallery|Leonard Cohen Mural;Walking|Car|Walking|Walking|Walking|Walking;City Hall|Cathédrale Christ Church Cathedral|Musée Marguerite-Bourgeoys|Crystal Dreams St Denis - Montreal|Biodôme De Montreal;Walking|Car|Walking|Walking|Walking|Walking
3;Hotel William Gray;4.8;498.00;10;54.6;1108.4;603.97;5;3;513.6;60.50;5;4;594.8;45.47;Notre-Dame Basilica|Notre-Dame-de-Bon-Secours Chapel|Musée du Montréal juif - Museum of Jewish Montreal|L'original Art Gallery|Leonard Cohen Mural;Walking|Car|Walking|Walking|Walking|Walking;City Hall|Cathédrale Christ Church Cathedral|Musée Marguerite-Bourgeoys|Crystal Dreams St Denis - Montreal|Biodôme De Montreal;Walking|Car|Walking|Walking|Walking|Walking
4;Hotel William Gray;4.8;498.00;10;55.8;1348.8;569.47;5;5;669.4;33.22;5;5;679.3;38.25;L'original Art Gallery|Crystal Dreams St Denis - Montreal|La Guilde - Montreal|Musée du Montréal juif - Museum of Jewish Montreal|Aldred Building - Montreal;Walking|Car|Walking|Walking|Walking|Walking;Notre-Dame Basilica|Musée de l'Holocauste Montréal|St. Patrick's Basilica|Pont Jacques-Cartier - Montreal|Maisonneuve Monument - Montreal;Walking|Car|Walking|Walking|Walking|Walking
5;The Ritz-Carlton, Montreal;4.9;1013.25;10;56.3;1368.2;1078.83;5;5;699.5;7.22;5;4;668.7;58.37;L'original Art Gallery|Crystal Dreams St Denis - Montreal|La Guilde - Montreal|Belvedere Camillien-Houde - Montreal|Kondiaronk Belvedere;Walking|Car|Walking|Walking|Walking|Walking;Notre-Dame Basilica|Musée du Montréal juif - Museum of Jewish Montreal|Musée de l'Holocauste Montréal|Maisonneuve Monument - Montreal|Aldred Building - Montreal;Walking|Car|Walking|Walking|Walking|Walking
6;Hotel William Gray;4.8;498.00;10;55.2;1275.2;563.58;5;5;613.5;7.22;5;4;661.7;58.37;L'original Art Gallery|Crystal Dreams St Denis - Montreal|La Guilde - Montreal|Palais des Congres|Maisonneuve Monument - Montreal;Walking|Car|Walking|Walking|Walking|Walking;Notre-Dame Basilica|Musée du Montréal juif - Museum of Jewish Montreal|Musée de l'Holocauste Montréal|City Hall|Aldred Building - Montreal;Walking|Car|Walking|Walking|Walking|Walking
7;The Ritz-Carlton, Montreal;4.9;1013.25;10;56.2;1260.3;1078.83;5;4;571.4;7.22;5;4;688.8;58.37;L'original Art Gallery|Crystal Dreams St Denis - Montreal|La Guilde - Montreal|Leonard Cohen Mural|Maisonneuve Monument - Montreal;Walking|Car|Walking|Walking|Walking|Walking;Notre-Dame Basilica|Musée du Montréal juif - Museum of Jewish Montreal|Musée de l'Holocauste Montréal|Mount Royal Park|Place d'Armes;Walking|Car|Walking|Walking|Walking|Walking
8;Hotel Universel Montreal;3.5;294.25;6;32.5;818.8;393.03;3;1;532.2;52.25;3;2;286.6;46.53;Planétarium De Montréal|Olympic Park (Parc olympique)|Chateau Dufresne (Dufresne House);Walking|Car|Walking|Car;Place d'Armes|Notre-Dame Basilica|Aldred Building - Montreal;Walking|Car|Walking|Car
9;Hotel Zero 1;3.9;280.75;6;32.6;878.3;349.75;3;2;318.9;42.99;3;3;559.4;26.02;Palais des Congres|Oasis Immersion - Montreal|Maisonneuve Monument - Montreal;Walking|Car|Walking|Car;Complexe Desjardins|Mem – Centre Des Mémoires Montréalaises|St. Patrick's Basilica;Walking|Car|Walking|Car
10;Courtyard Montreal Midtown;3.2;266.75;6;33.6;946.5;347.88;3;2;285.8;45.73;3;2;660.7;35.40;Place d'Armes|Notre-Dame Basilica|Aldred Building - Montreal;Walking|Car|Walking|Car;Musée de l'Holocauste Montréal|Saint Joseph's Oratory of Mount Royal|Mount Royal Park;Walking|Car|Walking|Car
11;Residence Inn Montreal Downtown;4.2;351.25;6;33.7;947.9;424.15;3;2;495.6;40.55;3;2;452.4;32.35;McCord Stewart Museum|Cathédrale Christ Church Cathedral|Musee D'Art Contemporain De Montreal;Walking|Car|Walking|Car;Musée des beaux-arts de Montréal|Leonard Cohen Mural|Place d'Armes;Walking|Car|Walking|Walking
12;Auberge du Plateau;4.3;67.25;8;44.5;1284.5;109.02;4;3;593.4;26.25;4;4;691.1;15.52;Mount Royal Park|Montreal Botanical Garden|Place d'Armes|L'original Art Gallery;Walking|Car|Walking|Walking|Walking;Saint Joseph's Oratory of Mount Royal|Atwater Market|Leonard Cohen Mural|Palais des Congres;Walking|Car|Walking|Walking|Walking
