Hypervolume;Spread;ParetoSize;BestF1_Attractions;BestF1_Hotel;BestF2_Quality;BestF2_Hotel;BestF3_Time;BestF3_Hotel;BestF4_Cost;BestF4_Hotel
0.0859;1.3156;200;16;Auberge L'Apero;79.5;Auberge L'Apero;599.7;Alternative Hostel of Old Montreal;25.25;Auberge L'Apero
