Solution;Hotel;HotelRating;HotelPrice;TotalAttractions;TotalQuality;TotalTime;TotalCost;Day1Attractions;Day1Neighborhoods;Day1Time;Day1Cost;Day2Attractions;Day2Neighborhoods;Day2Time;Day2Cost;Day1Sequence;Day1TransportModes;Day2Sequence;Day2TransportModes
1;Alternative Hostel of Old Montreal;4.5;35.75;12;62.6;1224.6;35.75;6;4;562.5;0.00;6;5;662.1;0.00;City Hall|Aldred Building - Montreal|L'original Art Gallery|Leonard Cohen Mural|Place d'Armes|Kondiaronk Belvedere;Walking|Walking|Walking|Walking|Walking|Walking|Walking;Maisonneuve Monument - Montreal|Palais des Congres|St. Patrick's Basilica|Cathédrale Christ Church Cathedral|Crystal Dreams St Denis - Montreal|Musee Romeo's - Montreal;Walking|Walking|Walking|Walking|Walking|Walking|Walking
2;Samesun Montreal Central;4.4;60.00;12;63.3;1291.1;60.00;6;3;604.7;0.00;6;5;686.3;0.00;Place d'Armes|Bibliotheque et Archives Nationales du Quebec|La Guilde - Montreal|L'original Art Gallery|Leonard Cohen Mural|Kondiaronk Belvedere;Walking|Walking|Walking|Walking|Walking|Walking|Walking;Maisonneuve Monument - Montreal|St. Patrick's Basilica|Cathédrale Christ Church Cathedral|Crystal Dreams St Denis - Montreal|Musee Romeo's - Montreal|Palais des Congres;Walking|Walking|Walking|Walking|Walking|Walking|Walking
3;Auberge L'Apero;4.0;25.25;12;61.1;1342.8;25.25;6;5;659.3;0.00;6;5;683.4;0.00;Musee Romeo's - Montreal|Crystal Dreams St Denis - Montreal|L'original Art Gallery|Leonard Cohen Mural|Cathédrale Christ Church Cathedral|Palais des Congres;Walking|Walking|Walking|Walking|Walking|Walking|Walking;Maisonneuve Monument - Montreal|City Hall|Atwater Market|Arsenal Art Contemporain Montréal - Montreal|Kondiaronk Belvedere|Place d'Armes;Walking|Walking|Subway|Walking|Walking|Walking|Walking
4;Auberge L'Apero;4.0;25.25;12;60.9;1265.4;25.25;6;4;582.9;0.00;6;6;682.5;0.00;Maisonneuve Monument - Montreal|La Guilde - Montreal|Leonard Cohen Mural|Arsenal Art Contemporain Montréal - Montreal|City Hall|Cathédrale Christ Church Cathedral;Walking|Walking|Walking|Walking|Walking|Walking|Walking;Kondiaronk Belvedere|Bibliotheque et Archives Nationales du Quebec|Complexe Desjardins|St. Patrick's Basilica|Crystal Dreams St Denis - Montreal|Place d'Armes;Walking|Walking|Walking|Walking|Walking|Walking|Walking
5;Auberge L'Apero;4.0;25.25;11;56.9;1123.8;25.25;5;3;616.6;0.00;6;5;507.2;0.00;Bibliotheque et Archives Nationales du Quebec|St. Patrick's Basilica|City Hall|L'original Art Gallery|Palais des Congres;Walking|Walking|Walking|Walking|Walking|Walking;Cathédrale Christ Church Cathedral|Maisonneuve Monument - Montreal|Crystal Dreams St Denis - Montreal|Leonard Cohen Mural|Kondiaronk Belvedere|Place d'Armes;Walking|Walking|Walking|Walking|Walking|Walking|Walking
6;Samesun Montreal Central;4.4;60.00;11;58.9;1190.1;60.00;6;4;567.0;0.00;5;4;623.1;0.00;Place d'Armes|Bibliotheque et Archives Nationales du Quebec|L'original Art Gallery|Leonard Cohen Mural|Kondiaronk Belvedere|Crystal Dreams St Denis - Montreal;Walking|Walking|Walking|Walking|Walking|Walking|Walking;Maisonneuve Monument - Montreal|St. Patrick's Basilica|Cathédrale Christ Church Cathedral|Musee Romeo's - Montreal|Aldred Building - Montreal;Walking|Walking|Walking|Walking|Walking|Walking
7;Auberge L'Apero;4.0;25.25;11;56.2;1066.0;53.25;7;2;589.3;28.00;4;4;476.7;0.00;Place d'Armes|Notre-Dame-de-Bon-Secours Chapel|Musée Marguerite-Bourgeoys|Cathédrale Christ Church Cathedral|Leonard Cohen Mural|City Hall|L'original Art Gallery;Walking|Walking|Walking|Walking|Walking|Walking|Walking|Walking;St. Patrick's Basilica|Pont Jacques-Cartier - Montreal|Maisonneuve Monument - Montreal|Kondiaronk Belvedere;Walking|Walking|Walking|Walking|Walking
8;Auberge L'Apero;4.0;25.25;10;52.2;965.3;39.25;5;3;482.9;14.00;5;4;482.4;0.00;Kondiaronk Belvedere|Bibliotheque et Archives Nationales du Quebec|Musée Marguerite-Bourgeoys|City Hall|La Guilde - Montreal;Walking|Walking|Walking|Walking|Walking|Walking;Cathédrale Christ Church Cathedral|Place d'Armes|Pont Jacques-Cartier - Montreal|Crystal Dreams St Denis - Montreal|St. Patrick's Basilica;Walking|Walking|Walking|Walking|Bus|Walking
9;Samesun Montreal Central;4.4;60.00;10;54.4;1044.2;60.00;6;3;569.2;0.00;4;4;474.9;0.00;Place d'Armes|Bibliotheque et Archives Nationales du Quebec|L'original Art Gallery|Leonard Cohen Mural|Kondiaronk Belvedere|Cathédrale Christ Church Cathedral;Walking|Walking|Walking|Walking|Walking|Walking|Walking;Maisonneuve Monument - Montreal|St. Patrick's Basilica|Crystal Dreams St Denis - Montreal|Musee Romeo's - Montreal;Walking|Walking|Walking|Walking|Walking
10;Hôtel Place d'Armes Old Montreal;4.6;401.25;10;53.2;932.9;415.25;5;3;469.1;0.00;5;3;463.7;14.00;Aldred Building - Montreal|Crystal Dreams St Denis - Montreal|Place d'Armes|Maisonneuve Monument - Montreal|L'original Art Gallery;Walking|Walking|Walking|Walking|Walking|Walking;Pont Jacques-Cartier - Montreal|City Hall|Musée Marguerite-Bourgeoys|Cathédrale Christ Church Cathedral|St. Patrick's Basilica;Walking|Walking|Walking|Walking|Walking|Walking
