Solution;Hotel;TotalAttractions;TotalQuality;TotalTime;TotalCost
1;Alternative Hostel of Old Montreal;7;39.2;764.0;35.75
2;Hygie Boutique Hotel;5;25.6;599.5;86.15
3;Samesun Montreal Central;5;31.0;480.8;101.42
4;Warwick Le Crystal - Montréal;15;76.2;1390.2;493.35
5;Warwick Le Crystal - Montréal;15;76.4;1404.0;507.71
6;Warwick Le Crystal - Montréal;14;72.7;1235.5;508.68
7;Deluxe Suites Downtown Montreal;8;44.6;746.2;311.08
8;Samesun Montreal Central;6;35.1;631.6;95.57
9;Alternative Hostel of Old Montreal;10;54.1;921.2;110.40
10;Hygie Boutique Hotel;5;25.6;599.5;86.15
11;Deluxe Suites Downtown Montreal;13;67.9;1190.5;345.40
12;Samesun Montreal Central;13;66.0;1149.7;137.10
13;Samesun Montreal Central;12;61.5;1073.4;167.70
14;Samesun Montreal Central;6;35.1;631.6;95.57
15;Best Western Ville-Marie Montreal Hotel & Suites;15;74.8;1357.7;414.77
16;Samesun Montreal Central;8;44.4;707.5;95.57
17;Alternative Hostel of Old Montreal;11;57.6;1213.6;49.75
18;Deluxe Suites Downtown Montreal;8;44.7;788.9;264.58
19;Samesun Montreal Central;9;49.4;874.8;143.72
20;Samesun Montreal Central;7;39.7;700.4;101.42
21;Samesun Montreal Central;15;75.4;1369.4;201.72
22;Warwick Le Crystal - Montréal;15;76.2;1390.2;493.35
23;Alternative Hostel of Old Montreal;9;47.9;1011.6;41.78
24;Alternative Hostel of Old Montreal;9;48.7;804.3;65.75
25;Hôtel Le Germain Montréal;11;58.9;995.4;375.27
26;Deluxe Suites Downtown Montreal;8;44.7;788.9;264.58
27;Alternative Hostel of Old Montreal;10;54.1;921.2;110.40
28;Hôtel Place d'Armes Old Montreal;7;39.3;691.9;437.68
29;Deluxe Suites Downtown Montreal;12;64.4;1122.9;328.60
30;Samesun Montreal Central;12;63.0;1177.8;125.55
31;Deluxe Suites Downtown Montreal;7;40.9;700.4;286.65
32;Samesun Montreal Central;6;35.5;600.8;101.42
33;Warwick Le Crystal - Montréal;14;72.7;1235.5;508.68
34;Warwick Le Crystal - Montréal;14;72.7;1252.8;492.47
35;Warwick Le Crystal - Montréal;14;72.8;1275.4;461.72
36;Alternative Hostel of Old Montreal;11;57.2;1302.7;35.75
37;Alternative Hostel of Old Montreal;8;43.8;988.9;35.75
38;Samesun Montreal Central;13;66.5;1182.2;167.70
39;Samesun Montreal Central;9;49.4;874.8;143.72
40;Comfort Suites Downtown;14;69.9;1236.9;367.25
41;Hôtel Le Germain Montréal;12;63.1;1067.6;393.03
42;Samesun Montreal Central;15;75.4;1369.4;201.72
43;Hotel Kutuma;11;58.4;966.5;430.53
44;Alternative Hostel of Old Montreal;11;57.7;1318.5;35.75
45;Alternative Hostel of Old Montreal;14;71.7;1282.1;98.27
46;Hotel Kutuma;13;67.7;1172.8;448.35
47;Alternative Hostel of Old Montreal;9;48.3;844.4;64.73
48;Deluxe Suites Downtown Montreal;11;59.3;1042.2;335.18
49;Alternative Hostel of Old Montreal;9;48.9;953.3;89.50
50;Alternative Hostel of Old Montreal;10;52.6;1057.3;65.75
51;Alternative Hostel of Old Montreal;9;48.4;904.2;58.62
52;Warwick Le Crystal - Montréal;14;72.7;1252.8;492.47
53;Alternative Hostel of Old Montreal;9;48.8;821.8;71.78
54;Hotel Kutuma;12;63.4;1037.1;430.53
55;Deluxe Suites Downtown Montreal;7;40.9;700.4;286.65
56;Deluxe Suites Downtown Montreal;12;63.0;1087.8;352.00
57;Alternative Hostel of Old Montreal;11;58.7;1090.2;125.00
58;Hôtel Le Germain Montréal;11;58.9;995.4;375.27
59;Alternative Hostel of Old Montreal;12;62.3;1131.1;79.75
60;Warwick Le Crystal - Montréal;14;72.3;1242.2;494.68
