Solution;Hotel;TotalAttractions;TotalQuality;TotalTime;TotalCost
1;Auberge L'Apero;9;47.7;1229.5;30.83
2;Best Western Plus Hotel Montreal;5;30.6;645.0;287.80
3;Best Western Plus Hotel Montreal;5;30.0;642.4;300.10
4;Econo Lodge;14;69.1;1328.5;381.33
5;St Paul Hotel;14;71.6;1416.1;516.37
6;W Montreal;11;58.8;1129.8;580.00
7;Auberge L'Apero;7;38.4;750.7;110.32
8;Auberge L'Apero;13;66.3;1299.3;137.33
9;Hotel Gite du Survenant Montreal;11;59.4;1203.9;237.80
10;Best Western Plus Hotel Montreal;5;30.0;642.4;300.10
11;W Montreal;11;58.8;1129.8;580.00
12;St Paul Hotel;7;39.6;783.3;453.67
13;Auberge L'Apero;9;48.0;980.2;74.43
14;Auberge L'Apero;8;42.8;1092.4;46.60
15;Auberge L'Apero;12;62.1;1238.0;124.97
16;Residence Inn Montreal Downtown;10;53.3;929.0;423.02
17;Best Western Plus Hotel Montreal;8;43.1;861.4;315.28
18;Auberge L'Apero;10;51.5;1151.5;101.77
19;Auberge L'Apero;10;52.6;1269.3;53.17
20;St Paul Hotel;14;71.6;1416.1;516.37
21;Auberge L'Apero;8;43.5;1123.3;37.58
22;St Paul Hotel;14;70.8;1304.3;497.80
23;Auberge L'Apero;8;43.9;928.8;51.67
24;Auberge L'Apero;11;57.5;1070.2;128.60
25;Best Western Plus Hotel Montreal;5;30.5;742.7;282.43
26;Econo Lodge;13;64.9;1283.5;355.33
27;Radisson Hotel Montreal Airport;14;68.5;1382.8;334.80
28;David Hotel;7;40.0;823.4;449.00
29;St Paul Hotel;12;62.7;1214.2;465.25
30;Hotel Gite du Survenant Montreal;11;59.4;1180.0;278.22
31;Auberge L'Apero;13;66.3;1299.3;137.33
32;Auberge L'Apero;12;62.4;1302.2;116.33
33;Deluxe Suites Downtown Montreal;12;64.3;1236.9;393.15
34;Deluxe Suites Downtown Montreal;11;59.8;1193.9;339.98
35;Auberge L'Apero;9;47.0;1147.4;62.52
36;Hotel Arena Palace Montreal;10;50.6;998.9;132.03
37;Auberge L'Apero;13;66.1;1381.8;134.75
38;Residence Inn Montreal Downtown;11;57.8;1139.3;434.72
39;Auberge L'Apero;7;38.4;947.0;41.02
40;Econo Lodge;14;69.1;1328.5;381.33
