Solution;Hotel;HotelRating;HotelPrice;TotalAttractions;TotalQuality;TotalTime;TotalCost;Day1Attractions;Day1Neighborhoods;Day1Time;Day1Cost;Day2Attractions;Day2Neighborhoods;Day2Time;Day2Cost;Day1Sequence;Day1TransportModes;Day2Sequence;Day2TransportModes
1;Alternative Hostel of Old Montreal;4.5;35.75;13;67.4;1269.9;101.76;6;2;593.0;36.01;7;5;676.9;30.00;Place d'Armes|Chateau Ramezay Historic Site and Museum of Montreal|Phi Centre|Cathédrale Christ Church Cathedral|Leonard Cohen Mural|L'original Art Gallery;Walking|Walking|Walking|Walking|Walking|Car|Walking;Aldred Building - Montreal|Maisonneuve Monument - Montreal|Notre-Dame-de-Bon-Secours Chapel|Notre-Dame Basilica|Bibliotheque et Archives Nationales du Quebec|Crystal Dreams St Denis - Montreal|Kondiaronk Belvedere;Walking|Walking|Walking|Walking|Walking|Walking|Walking|Walking
2;Alternative Hostel of Old Montreal;4.5;35.75;12;62.6;1202.9;49.75;6;4;604.0;0.00;6;3;598.9;14.00;Place d'Armes|La Guilde - Montreal|L'original Art Gallery|Kondiaronk Belvedere|Leonard Cohen Mural|St. Patrick's Basilica;Walking|Walking|Walking|Walking|Walking|Walking|Walking;Maisonneuve Monument - Montreal|Aldred Building - Montreal|City Hall|Notre-Dame-de-Bon-Secours Chapel|Bibliotheque et Archives Nationales du Quebec|Pont Jacques-Cartier - Montreal;Walking|Walking|Walking|Walking|Walking|Walking|Walking
3;Alternative Hostel of Old Montreal;4.5;35.75;12;63.2;1172.3;80.61;6;2;617.6;28.86;6;5;554.7;16.00;Place d'Armes|Chateau Ramezay Historic Site and Museum of Montreal|Phi Centre|La Guilde - Montreal|Leonard Cohen Mural|L'original Art Gallery;Walking|Walking|Walking|Walking|Walking|Walking|Walking;Maisonneuve Monument - Montreal|Notre-Dame Basilica|Cathédrale Christ Church Cathedral|Bibliotheque et Archives Nationales du Quebec|Crystal Dreams St Denis - Montreal|Kondiaronk Belvedere;Walking|Walking|Walking|Walking|Walking|Walking|Walking
4;Auberge L'Apero;4.0;25.25;11;56.8;1074.7;39.25;5;3;472.1;0.00;6;4;602.6;14.00;Place d'Armes|Pont Jacques-Cartier - Montreal|L'original Art Gallery|Aldred Building - Montreal|La Guilde - Montreal;Walking|Walking|Walking|Walking|Walking|Walking;Cathédrale Christ Church Cathedral|Bibliotheque et Archives Nationales du Quebec|City Hall|Musée Marguerite-Bourgeoys|St. Patrick's Basilica|Kondiaronk Belvedere;Walking|Walking|Walking|Walking|Walking|Walking|Walking
5;Alternative Hostel of Old Montreal;4.5;35.75;11;58.1;1349.5;35.75;6;4;678.3;0.00;5;5;671.2;0.00;Parc Jean-Drapeau|La Guilde - Montreal|Leonard Cohen Mural|L'original Art Gallery|Place d'Armes|Maisonneuve Monument - Montreal;Walking|Walking|Walking|Walking|Walking|Walking|Walking;Kondiaronk Belvedere|Crystal Dreams St Denis - Montreal|City Hall|Bibliotheque et Archives Nationales du Quebec|Bota Bota, Spa-sur-l'eau - Montreal;Walking|Walking|Walking|Walking|Walking|Walking
6;Auberge L'Apero;4.0;25.25;10;53.3;1004.8;25.25;5;4;471.2;0.00;5;4;533.6;0.00;Place d'Armes|Kondiaronk Belvedere|L'original Art Gallery|Aldred Building - Montreal|La Guilde - Montreal;Walking|Walking|Walking|Walking|Walking|Walking;Cathédrale Christ Church Cathedral|Bibliotheque et Archives Nationales du Quebec|City Hall|Crystal Dreams St Denis - Montreal|St. Patrick's Basilica;Walking|Walking|Walking|Walking|Walking|Walking
7;Alternative Hostel of Old Montreal;4.5;35.75;10;53.8;881.3;51.75;6;3;463.2;0.00;4;4;418.1;16.00;Place d'Armes|City Hall|Leonard Cohen Mural|Cathédrale Christ Church Cathedral|L'original Art Gallery|Maisonneuve Monument - Montreal;Walking|Walking|Walking|Walking|Walking|Walking|Walking;Aldred Building - Montreal|Kondiaronk Belvedere|Crystal Dreams St Denis - Montreal|Notre-Dame Basilica;Walking|Walking|Walking|Walking|Walking
8;Alternative Hostel of Old Montreal;4.5;35.75;9;49.1;818.8;35.75;6;3;460.6;0.00;3;3;358.2;0.00;City Hall|Place d'Armes|Leonard Cohen Mural|Cathédrale Christ Church Cathedral|L'original Art Gallery|Maisonneuve Monument - Montreal;Walking|Walking|Walking|Walking|Walking|Walking|Walking;Aldred Building - Montreal|Kondiaronk Belvedere|Crystal Dreams St Denis - Montreal;Walking|Walking|Walking|Walking
9;Alternative Hostel of Old Montreal;4.5;35.75;9;50.3;1004.4;35.75;4;2;346.3;0.00;5;5;658.1;0.00;Place d'Armes|Cathédrale Christ Church Cathedral|Leonard Cohen Mural|L'original Art Gallery;Walking|Walking|Walking|Walking|Walking;Musee Romeo's - Montreal|Crystal Dreams St Denis - Montreal|Bibliotheque et Archives Nationales du Quebec|Kondiaronk Belvedere|Aldred Building - Montreal;Walking|Walking|Walking|Walking|Walking|Walking
10;Alternative Hostel of Old Montreal;4.5;35.75;8;45.7;775.6;35.75;4;2;338.2;0.00;4;4;437.3;0.00;Place d'Armes|La Guilde - Montreal|Leonard Cohen Mural|L'original Art Gallery;Walking|Walking|Walking|Walking|Walking;Aldred Building - Montreal|Crystal Dreams St Denis - Montreal|Kondiaronk Belvedere|Cathédrale Christ Church Cathedral;Walking|Walking|Walking|Walking|Walking
