Iteration;ParetoSize;Time;MinAttr;MaxAttr;AvgAttr;MinQuality;MaxQuality;AvgQuality;MinTime;MaxTime;AvgTime;MinCost;MaxCost;AvgCost
1;30;2.32;1;10;3.77;12.2;55.3;25.03;69.8;1349.3;433.16;25.25;603.97;210.08
2;30;13.61;1;10;5.43;12.2;55.3;33.15;67.9;1349.3;620.24;25.25;603.97;181.03
3;30;70.85;1;13;5.37;12.2;67.2;32.73;66.9;1397.4;554.28;25.25;514.00;139.09
4;30;88.82;1;14;6.00;9.8;70.9;35.25;64.3;1401.4;566.42;25.25;514.00;145.61
5;30;357.70;1;14;6.27;9.8;70.9;36.66;64.3;1401.4;610.65;25.25;700.75;148.31
