Solution;Hotel;TotalAttractions;TotalQuality;TotalTime;TotalCost
1;Auberge L'Apero;8;43.7;1228.4;38.48
2;Auberge L'Apero;12;61.9;1407.9;159.32
3;Hotel Chez Swann;13;66.7;1265.5;486.58
4;The Ritz-Carlton, Montreal;5;32.0;665.1;1071.98
5;The Ritz-Carlton, Montreal;13;68.3;1346.0;1118.47
6;The Ritz-Carlton, Montreal;12;63.9;1157.9;1125.07
7;Renaissance Montreal Downtown Hotel;9;50.3;816.9;751.40
8;Hotel Omni Mont-Royal;10;53.1;947.7;377.97
9;Auberge L'Apero;6;34.8;766.0;46.17
10;Hotel Chrome Montreal;11;55.4;1005.0;287.48
11;Auberge L'Apero;11;57.4;1235.4;112.57
12;The Ritz-Carlton, Montreal;6;36.7;732.3;1107.82
13;Hotel Chrome Montreal;8;41.5;766.7;251.32
14;Renaissance Montreal Downtown Hotel;9;50.3;816.9;751.40
15;Auberge L'Apero;10;53.0;1057.3;113.27
16;Auberge L'Apero;8;44.2;1120.4;39.25
17;Auberge L'Apero;12;61.9;1397.5;169.82
18;Auberge L'Apero;7;38.9;819.1;45.98
19;Hotel Omni Mont-Royal;13;67.1;1365.0;367.87
20;Auberge L'Apero;7;38.9;819.1;45.98
21;Auberge L'Apero;12;61.9;1407.9;159.32
22;Auberge L'Apero;7;38.9;900.4;54.47
23;W Montreal;12;62.8;1155.7;665.25
24;Hotel Chrome Montreal;11;55.4;1005.0;287.48
25;Auberge L'Apero;9;48.3;1234.1;41.33
26;The Ritz-Carlton, Montreal;6;36.7;732.3;1107.82
27;Hotel Chrome Montreal;10;51.0;1048.7;252.82
28;Auberge L'Apero;9;49.5;876.9;56.27
29;W Montreal;12;62.3;1151.2;579.40
30;Auberge L'Apero;12;60.8;1308.4;124.40
31;Hotel Chez Swann;12;62.4;1186.0;485.48
32;Hotel Chrome Montreal;12;59.2;1055.2;264.92
33;Auberge L'Apero;11;57.0;1073.3;134.95
34;Hotel Nelligan;12;63.1;1163.1;597.15
35;Hotel Chez Swann;13;66.7;1265.5;486.58
36;Auberge L'Apero;11;56.6;1138.0;89.83
37;Auberge L'Apero;8;43.9;799.5;82.32
38;Hotel Chrome Montreal;8;41.5;766.7;251.32
39;Hotel Chrome Montreal;10;50.7;959.2;231.60
40;Hotel Chrome Montreal;10;50.7;959.2;231.60
