Solution;Hotel;TotalAttractions;TotalQuality;TotalTime;TotalCost
1;Hygie Boutique Hotel;6;30.6;815.8;70.75
2;Radisson Hotel Montreal Airport;3;20.2;603.4;187.75
3;Cjour Apartments;11;57.1;1416.8;204.82
4;Hotel le Coach;3;22.3;407.9;224.72
5;Vogue Hotel Montreal Downtown, Curio Collection by Hilton;13;67.9;1367.1;649.52
6;Vogue Hotel Montreal Downtown, Curio Collection by Hilton;13;67.9;1356.8;659.58
7;Hotel le Coach;4;27.7;556.2;229.87
8;Hotel le Coach;3;22.3;419.1;219.25
9;Hotel le Coach;7;40.4;850.9;267.85
10;Fairmont The Queen Elizabeth;5;30.3;546.9;475.00
11;Hygie Boutique Hotel;5;25.9;743.4;84.75
12;Hygie Boutique Hotel;6;30.6;815.8;70.75
13;Cjour Apartments;10;53.4;1123.5;193.60
14;Hôtel Ac Montréal Centre-ville;7;38.3;786.2;404.77
15;Le Centre Sheraton Montreal Hotel;13;66.5;1375.4;521.15
16;Hotel Arena Palace Montreal;11;55.3;1385.3;115.65
17;Hygie Boutique Hotel;9;44.1;983.0;119.47
18;Hotel Kutuma;10;54.2;1046.4;426.75
19;Hotel De Paris;12;60.7;1290.0;278.52
20;Vogue Hotel Montreal Downtown, Curio Collection by Hilton;12;63.1;1312.0;561.95
21;Vogue Hotel Montreal Downtown, Curio Collection by Hilton;12;63.1;1312.0;561.95
22;Fairmont The Queen Elizabeth;6;34.9;660.7;489.27
23;Cjour Apartments;8;43.1;866.1;192.55
24;Hygie Boutique Hotel;7;35.3;898.2;105.97
25;Deluxe Suites Downtown Montreal;10;54.0;1096.6;354.77
26;Hotel Kutuma;9;49.0;1006.5;377.35
27;Humaniti Hotel Montreal Autograph Collection;6;35.9;700.3;461.17
28;Deluxe Suites Downtown Montreal;12;63.7;1351.4;317.42
29;Vogue Hotel Montreal Downtown, Curio Collection by Hilton;12;63.3;1254.9;599.08
30;Cjour Apartments;8;43.1;866.1;192.55
31;Hygie Boutique Hotel;6;30.1;656.8;99.33
32;Hygie Boutique Hotel;9;44.1;983.0;119.47
33;Hôtel Ac Montréal Centre-ville;11;56.6;1119.2;457.03
34;Hygie Boutique Hotel;10;47.6;1405.8;86.32
35;LHotel;12;62.7;1347.4;393.88
36;Cjour Apartments;10;51.3;1196.2;180.17
37;Hotel Arena Palace Montreal;10;50.5;1090.5;140.37
38;Deluxe Suites Downtown Montreal;11;58.6;1122.4;330.18
39;Vogue Hotel Montreal Downtown, Curio Collection by Hilton;12;63.1;1219.3;593.77
40;Le Square Phillips Hotel & Suites;12;62.9;1235.6;502.90
