Iteration;ParetoSize;Time;MinAttr;MaxAttr;AvgAttr;MinQuality;MaxQuality;AvgQuality;MinTime;MaxTime;AvgTime;MinCost;MaxCost;AvgCost
1;12;0.90;1;10;3.42;12.0;52.1;23.40;72.3;1300.1;495.52;25.25;575.18;211.87
2;60;1.42;1;10;1.73;12.2;52.1;16.30;67.9;1410.8;210.67;25.25;575.18;62.05
3;60;8.17;1;10;2.55;12.2;53.9;20.00;64.3;1264.0;286.65;25.25;498.00;90.81
4;60;17.34;1;12;4.22;12.2;61.2;27.47;64.3;1349.2;455.28;25.25;510.50;104.80
5;60;38.08;1;12;5.07;12.2;63.0;31.29;64.3;1359.6;543.33;25.25;1027.90;125.94
6;60;38.59;1;12;5.57;12.2;63.0;33.64;64.3;1327.1;552.92;25.25;1027.90;120.79
7;60;59.20;1;12;5.45;12.2;63.0;33.19;64.3;1327.1;515.97;25.25;1027.90;116.34
8;60;54.01;1;13;6.02;11.4;66.3;35.67;64.3;1346.6;565.82;25.25;1027.90;112.66
