Iteration;ParetoSize;Time;MinAttr;MaxAttr;AvgAttr;MinQuality;MaxQuality;AvgQuality;MinTime;MaxTime;AvgTime;MinCost;MaxCost;AvgCost
1;20;1.60;1;9;3.60;10.0;49.0;24.19;81.5;1226.5;437.73;25.25;579.13;178.08
2;45;2.87;1;9;2.56;12.2;49.6;20.14;72.3;1218.6;296.56;25.25;585.58;86.57
3;60;7.03;1;11;3.13;12.2;57.9;22.61;66.9;1300.8;360.47;25.25;417.25;93.30
4;60;14.13;1;11;3.95;12.2;57.9;26.31;64.3;1257.5;430.09;25.25;458.25;87.99
5;60;49.34;1;12;4.85;12.2;61.8;30.23;64.3;1332.0;516.46;25.25;486.75;112.78
6;60;41.76;1;13;4.90;12.2;66.6;30.44;64.3;1398.5;501.88;25.25;529.25;121.76
7;60;54.11;1;13;5.15;12.2;66.6;31.45;64.3;1398.5;500.05;25.25;700.75;126.00
8;60;49.28;1;13;5.77;12.2;66.6;34.27;64.3;1398.5;557.81;25.25;700.75;126.91
9;60;57.77;1;13;6.02;12.2;66.6;35.51;64.3;1346.5;572.93;25.25;1013.25;146.34
