Solution;Hotel;HotelRating;HotelPrice;TotalAttractions;TotalQuality;TotalTime;TotalCost;Day1Attractions;Day1Neighborhoods;Day1Time;Day1Cost;Day2Attractions;Day2Neighborhoods;Day2Time;Day2Cost;Day1Sequence;Day1TransportModes;Day2Sequence;Day2TransportModes
1;Alternative Hostel of Old Montreal;4.5;35.75;13;65.3;1271.2;81.17;7;4;715.8;45.42;6;5;555.3;0.00;City Hall|Pont Jacques-Cartier - Montreal|La Guilde - Montreal|Musee D'Art Contemporain De Montreal|Maisonneuve Monument - Montreal|L'original Art Gallery|Oasis Immersion - Montreal;Walking|Walking|Walking|Walking|Walking|Walking|Walking|Walking;St. Patrick's Basilica|Cathédrale Christ Church Cathedral|Kondiaronk Belvedere|Place d'Armes|Crystal Dreams St Denis - Montreal|Leonard Cohen Mural;Walking|Walking|Walking|Walking|Walking|Walking|Walking
2;Alternative Hostel of Old Montreal;4.5;35.75;13;66.6;1307.1;51.75;6;5;662.5;0.00;7;4;644.7;16.00;Aldred Building - Montreal|St. Patrick's Basilica|Leonard Cohen Mural|Palais des Congres|Kondiaronk Belvedere|Place d'Armes;Walking|Walking|Walking|Walking|Walking|Walking|Walking;Notre-Dame Basilica|City Hall|Cathédrale Christ Church Cathedral|Pont Jacques-Cartier - Montreal|Crystal Dreams St Denis - Montreal|L'original Art Gallery|Maisonneuve Monument - Montreal;Walking|Walking|Walking|Walking|Walking|Walking|Walking|Walking
3;Alternative Hostel of Old Montreal;4.5;35.75;12;61.8;1188.0;73.50;6;5;655.5;37.75;6;4;532.5;0.00;Aldred Building - Montreal|Notre-Dame-de-Bon-Secours Chapel|Palais des Congres|Kondiaronk Belvedere|Place d'Armes|Allez Up - Montreal;Walking|Walking|Walking|Walking|Walking|Walking|Walking;Maisonneuve Monument - Montreal|Cathédrale Christ Church Cathedral|Crystal Dreams St Denis - Montreal|City Hall|Pont Jacques-Cartier - Montreal|L'original Art Gallery;Walking|Walking|Walking|Walking|Walking|Walking|Walking
4;Alternative Hostel of Old Montreal;4.5;35.75;12;62.8;1237.6;49.75;6;4;573.1;0.00;6;4;664.5;14.00;Maisonneuve Monument - Montreal|La Guilde - Montreal|Crystal Dreams St Denis - Montreal|Bibliotheque et Archives Nationales du Quebec|L'original Art Gallery|Place d'Armes;Walking|Walking|Walking|Walking|Walking|Walking|Walking;Cathédrale Christ Church Cathedral|Belvedere Camillien-Houde - Montreal|Leonard Cohen Mural|Musée Marguerite-Bourgeoys|City Hall|Aldred Building - Montreal;Walking|Walking|Walking|Walking|Walking|Walking|Walking
5;Auberge L'Apero;4.0;25.25;12;61.6;1346.5;25.25;6;4;631.5;0.00;6;5;715.0;0.00;City Hall|La Guilde - Montreal|Bibliotheque et Archives Nationales du Quebec|Maisonneuve Monument - Montreal|L'original Art Gallery|Palais des Congres;Walking|Walking|Walking|Walking|Walking|Walking|Walking;Crystal Dreams St Denis - Montreal|Kondiaronk Belvedere|Leonard Cohen Mural|Cathédrale Christ Church Cathedral|Aldred Building - Montreal|Place d'Armes;Walking|Walking|Walking|Walking|Walking|Walking|Walking
6;Auberge L'Apero;4.0;25.25;12;61.2;1299.0;25.25;6;5;689.0;0.00;6;4;609.9;0.00;City Hall|Palais des Congres|Bibliotheque et Archives Nationales du Quebec|Musee Romeo's - Montreal|Place d'Armes|Kondiaronk Belvedere;Walking|Walking|Walking|Walking|Walking|Walking|Walking;Aldred Building - Montreal|Maisonneuve Monument - Montreal|St. Patrick's Basilica|Cathédrale Christ Church Cathedral|Leonard Cohen Mural|Crystal Dreams St Denis - Montreal;Walking|Walking|Walking|Walking|Walking|Walking|Walking
7;Sonder Maisonneuve;4.7;228.25;11;59.0;1148.3;228.25;5;4;606.5;0.00;6;4;541.8;0.00;Musee Romeo's - Montreal|Crystal Dreams St Denis - Montreal|Kondiaronk Belvedere|Bibliotheque et Archives Nationales du Quebec|Cathédrale Christ Church Cathedral;Walking|Walking|Walking|Walking|Walking|Walking;Place d'Armes|St. Patrick's Basilica|Leonard Cohen Mural|Maisonneuve Monument - Montreal|City Hall|L'original Art Gallery;Walking|Walking|Walking|Walking|Walking|Walking|Walking
8;Deluxe Suites Downtown Montreal;5.0;243.25;11;59.5;1044.4;243.25;5;3;480.5;0.00;6;5;563.9;0.00;Aldred Building - Montreal|City Hall|La Guilde - Montreal|Maisonneuve Monument - Montreal|L'original Art Gallery;Walking|Walking|Walking|Walking|Walking|Walking;St. Patrick's Basilica|Cathédrale Christ Church Cathedral|Kondiaronk Belvedere|Leonard Cohen Mural|Crystal Dreams St Denis - Montreal|Place d'Armes;Walking|Walking|Walking|Walking|Walking|Walking|Walking
9;Alternative Hostel of Old Montreal;4.5;35.75;11;58.6;1108.2;35.75;5;4;578.0;0.00;6;4;530.2;0.00;Musee Romeo's - Montreal|Crystal Dreams St Denis - Montreal|Bibliotheque et Archives Nationales du Quebec|Kondiaronk Belvedere|Cathédrale Christ Church Cathedral;Bus|Walking|Walking|Walking|Walking|Walking;Place d'Armes|Maisonneuve Monument - Montreal|Leonard Cohen Mural|St. Patrick's Basilica|City Hall|L'original Art Gallery;Walking|Walking|Walking|Walking|Walking|Walking|Walking
10;Auberge L'Apero;4.0;25.25;11;57.7;1034.8;41.25;5;5;517.7;16.00;6;4;517.1;0.00;Aldred Building - Montreal|Crystal Dreams St Denis - Montreal|Notre-Dame Basilica|Kondiaronk Belvedere|La Guilde - Montreal;Walking|Walking|Walking|Walking|Walking|Walking;Cathédrale Christ Church Cathedral|Maisonneuve Monument - Montreal|Palais des Congres|L'original Art Gallery|Leonard Cohen Mural|Place d'Armes;Walking|Walking|Walking|Walking|Walking|Walking|Walking
