Solution;Hotel;TotalAttractions;TotalQuality;TotalTime;TotalCost
1;Alternative Hostel of Old Montreal;7;41.1;1033.8;35.75
2;Alternative Hostel of Old Montreal;12;63.6;1356.3;64.63
3;Alternative Hostel of Old Montreal;13;67.9;1340.2;119.23
4;Hotel Casa Bella;6;32.3;705.0;180.25
5;Days Inn By Wyndham Montreal East;13;64.9;1251.2;276.15
6;Econo Lodge;6;33.8;747.6;316.50
7;Courtyard Montreal Downtown;8;45.7;896.4;408.93
8;Hotel Arena Palace Montreal;9;46.3;965.3;189.95
9;Hotel Arena Palace Montreal;10;51.2;1129.2;168.58
10;Hotel Casa Bella;7;36.9;796.7;222.87
11;Alternative Hostel of Old Montreal;13;67.9;1340.2;119.23
12;Alternative Hostel of Old Montreal;10;54.1;1296.8;59.50
13;Alternative Hostel of Old Montreal;11;59.1;1327.4;52.37
14;Sonder Maisonneuve;9;49.7;918.4;341.83
15;Sonder Maisonneuve;12;64.6;1146.5;321.30
16;Sonder Maisonneuve;8;45.6;736.9;326.37
17;Hotel Arena Palace Montreal;8;42.0;1043.3;156.82
18;Fairfield by Marriott Montreal Downtown;11;58.1;1081.2;368.15
19;Alternative Hostel of Old Montreal;7;41.0;816.0;47.27
20;Empire Suites;12;58.2;1101.6;302.93
21;Empire Suites;11;54.0;1037.7;302.93
22;Sonder Maisonneuve;8;46.3;905.4;277.30
23;Hotel Arena Palace Montreal;9;46.1;955.2;184.37
24;Hotel Casa Bella;7;36.9;796.7;222.87
25;Hotel Arena Palace Montreal;10;50.6;1025.3;213.60
26;Alternative Hostel of Old Montreal;11;59.4;1292.2;64.63
27;Fairfield by Marriott Montreal Downtown;10;53.5;1033.8;351.40
28;Alternative Hostel of Old Montreal;8;45.4;1109.7;35.75
29;Alternative Hostel of Old Montreal;10;54.6;1226.0;77.75
30;Econo Lodge;11;56.7;1076.1;317.28
31;Alternative Hostel of Old Montreal;11;59.2;1177.1;124.80
32;Alternative Hostel of Old Montreal;12;64.2;1203.3;98.90
33;Hotel Arena Palace Montreal;9;45.7;1083.1;139.12
34;Econo Lodge;6;33.8;747.6;316.50
35;Alternative Hostel of Old Montreal;11;59.1;1284.3;72.90
36;Alternative Hostel of Old Montreal;10;55.2;1159.4;90.63
37;Hotel Arena Palace Montreal;8;41.6;997.4;113.08
38;Sonder Maisonneuve;10;55.3;1053.1;283.05
39;Sonder Maisonneuve;9;50.2;946.9;326.37
40;Sonder Maisonneuve;8;45.6;771.5;311.03
