Iteration;ParetoSize;Time;MinAttr;MaxAttr;AvgAttr;MinQuality;MaxQuality;AvgQuality;MinTime;MaxTime;AvgTime;MinCost;MaxCost;AvgCost
1;17;1.06;1;8;2.65;10.2;42.5;18.98;71.5;1162.7;364.90;25.25;364.76;147.29
2;56;1.92;1;8;1.93;12.2;42.6;16.88;69.4;1100.4;234.13;25.25;416.62;125.54
3;60;11.89;1;11;3.85;12.2;57.5;25.37;64.3;1333.4;460.66;25.25;493.58;139.06
4;60;160.56;1;13;4.70;12.2;68.1;29.66;64.3;1347.5;517.30;25.25;1027.12;113.91
5;60;37.64;1;13;5.07;12.2;68.1;31.44;64.3;1365.1;526.19;25.25;1027.12;112.85
