Solution;Hotel;HotelRating;HotelPrice;TotalAttractions;TotalQuality;TotalTime;TotalCost;Day1Attractions;Day1Neighborhoods;Day1Time;Day1Cost;Day2Attractions;Day2Neighborhoods;Day2Time;Day2Cost;Day1Sequence;Day1TransportModes;Day2Sequence;Day2TransportModes
1;Alternative Hostel of Old Montreal;4.5;35.75;12;63.0;1288.7;93.75;6;4;688.7;44.00;6;4;600.0;14.00;Maisonneuve Monument - Montreal|Aldred Building - Montreal|Notre-Dame-de-Bon-Secours Chapel|Musée des beaux-arts de Montréal|La Guilde - Montreal|Palais des Congres;Walking|Walking|Walking|Walking|Walking|Walking|Walking;City Hall|St. Patrick's Basilica|L'original Art Gallery|Leonard Cohen Mural|Musée Marguerite-Bourgeoys|Crystal Dreams St Denis - Montreal;Walking|Walking|Walking|Walking|Walking|Bus|Walking
2;Alternative Hostel of Old Montreal;4.5;35.75;12;62.4;1347.6;49.75;6;4;707.4;0.00;6;4;640.2;14.00;Kondiaronk Belvedere|St. Patrick's Basilica|L'original Art Gallery|Leonard Cohen Mural|Pont Jacques-Cartier - Montreal|Palais des Congres;Walking|Walking|Walking|Bus|Walking|Walking|Walking;Notre-Dame-de-Bon-Secours Chapel|Maisonneuve Monument - Montreal|Cathédrale Christ Church Cathedral|Aldred Building - Montreal|Crystal Dreams St Denis - Montreal|Place d'Armes;Walking|Walking|Walking|Walking|Walking|Walking|Walking
3;Auberge L'Apero;4.0;25.25;12;60.8;1280.1;25.25;6;3;678.6;0.00;6;5;601.5;0.00;City Hall|Mount Royal Park|La Guilde - Montreal|Leonard Cohen Mural|Pont Jacques-Cartier - Montreal|Place d'Armes;Walking|Walking|Walking|Walking|Walking|Walking|Walking;Palais des Congres|Maisonneuve Monument - Montreal|Cathédrale Christ Church Cathedral|L'original Art Gallery|Aldred Building - Montreal|Kondiaronk Belvedere;Walking|Walking|Walking|Walking|Walking|Bus|Walking
4;Auberge L'Apero;4.0;25.25;11;57.8;1201.4;25.25;5;3;541.5;0.00;6;4;659.9;0.00;La Guilde - Montreal|L'original Art Gallery|Aldred Building - Montreal|Maisonneuve Monument - Montreal|Leonard Cohen Mural;Walking|Walking|Walking|Walking|Walking|Walking;Musee Romeo's - Montreal|City Hall|Cathédrale Christ Church Cathedral|Bibliotheque et Archives Nationales du Quebec|Crystal Dreams St Denis - Montreal|Place d'Armes;Walking|Walking|Walking|Walking|Walking|Walking|Walking
5;Auberge L'Apero;4.0;25.25;10;51.9;1171.7;25.25;5;3;586.6;0.00;5;4;585.1;0.00;Pont Jacques-Cartier - Montreal|Place d'Armes|Bibliotheque et Archives Nationales du Quebec|Leonard Cohen Mural|Arsenal Art Contemporain Montréal - Montreal;Walking|Walking|Walking|Walking|Walking|Walking;Cathédrale Christ Church Cathedral|Montreal Street Art|Crystal Dreams St Denis - Montreal|City Hall|Kondiaronk Belvedere;Walking|Walking|Walking|Walking|Walking|Walking
6;Auberge L'Apero;4.0;25.25;10;50.8;1149.5;39.61;5;4;459.0;14.36;5;4;690.5;0.00;Kondiaronk Belvedere|Maisonneuve Monument - Montreal|Phi Centre|Cathédrale Christ Church Cathedral|Leonard Cohen Mural;Walking|Walking|Walking|Walking|Walking|Walking;Belvedere Camillien-Houde - Montreal|Arsenal Art Contemporain Montréal - Montreal|Place d'Armes|City Hall|Pont Jacques-Cartier - Montreal;Walking|Walking|Walking|Walking|Walking|Walking
7;Auberge du Plateau;4.3;67.25;9;47.8;952.7;199.32;5;4;602.1;118.07;4;3;350.5;14.00;Montréal Insectarium|Chateau Ramezay Historic Site and Museum of Montreal|L'original Art Gallery|Planétarium De Montréal|Cathédrale Christ Church Cathedral;Bus|Car|Walking|Car|Car|Car;Kondiaronk Belvedere|Place d'Armes|Crystal Dreams St Denis - Montreal|Musée Marguerite-Bourgeoys;Walking|Walking|Walking|Walking|Walking
8;Alternative Hostel of Old Montreal;4.5;35.75;9;48.9;1101.5;49.75;5;4;486.5;14.00;4;4;615.0;0.00;Maisonneuve Monument - Montreal|Bibliotheque et Archives Nationales du Quebec|Leonard Cohen Mural|Crystal Dreams St Denis - Montreal|Musée Marguerite-Bourgeoys;Walking|Walking|Walking|Walking|Walking|Walking;Habitat 67|Arsenal Art Contemporain Montréal - Montreal|Aldred Building - Montreal|Place d'Armes;Walking|Walking|Walking|Walking|Walking
9;Alternative Hostel of Old Montreal;4.5;35.75;8;44.6;781.4;35.75;4;4;400.8;0.00;4;3;380.6;0.00;Maisonneuve Monument - Montreal|Cathédrale Christ Church Cathedral|L'original Art Gallery|St. Patrick's Basilica;Walking|Walking|Walking|Walking|Walking;Aldred Building - Montreal|City Hall|Place d'Armes|Crystal Dreams St Denis - Montreal;Walking|Walking|Walking|Walking|Walking
10;Auberge L'Apero;4.0;25.25;8;43.7;1046.9;25.25;4;4;519.3;0.00;4;3;527.6;0.00;Mount Royal Park|St. Patrick's Basilica|L'original Art Gallery|Maisonneuve Monument - Montreal;Walking|Walking|Walking|Walking|Walking;Kondiaronk Belvedere|Belvedere Camillien-Houde - Montreal|Pont Jacques-Cartier - Montreal|Cathédrale Christ Church Cathedral;Walking|Walking|Walking|Walking|Walking
