Iteration;ParetoSize;Time;MinAttr;MaxAttr;AvgAttr;MinQuality;MaxQuality;AvgQuality;MinTime;MaxTime;AvgTime;MinCost;MaxCost;AvgCost
1;30;2.48;1;10;4.50;12.0;54.4;27.98;70.3;1330.2;586.47;25.25;597.22;206.19
2;30;21.35;1;11;5.57;12.0;58.3;33.16;64.3;1264.9;609.68;25.25;597.22;170.98
3;30;26.71;1;13;6.00;12.2;66.4;35.32;64.3;1310.0;621.53;25.25;597.22;134.02
4;30;268.77;1;14;6.23;12.2;70.8;36.88;64.3;1353.1;626.87;25.25;493.58;99.69
