Iteration;ParetoSize;Time;MinAttr;MaxAttr;AvgAttr;MinQuality;MaxQuality;AvgQuality;MinTime;MaxTime;AvgTime;MinCost;MaxCost;AvgCost
1;9;0.56;1;8;3.44;9.8;42.7;22.09;85.7;1198.6;513.78;25.25;351.57;164.03
2;23;1.51;1;8;3.61;12.2;43.1;23.58;72.3;1382.2;537.75;25.25;307.50;117.31
3;60;2.62;1;9;2.10;12.2;45.7;17.79;69.4;1352.1;266.08;25.25;351.25;82.68
4;60;8.46;1;11;3.02;12.2;59.5;21.81;64.6;1386.0;329.98;25.25;510.50;127.05
5;60;19.60;1;13;4.62;12.2;65.7;28.84;64.3;1386.0;498.71;25.25;1013.25;127.20
6;60;21.15;1;13;5.32;12.2;65.7;32.11;64.3;1359.0;558.67;25.25;458.25;107.60
7;60;53.37;1;13;5.23;11.4;65.7;31.81;64.3;1359.0;521.12;25.25;458.25;110.03
8;60;48.85;1;13;5.90;11.4;67.2;34.98;64.3;1352.0;579.54;25.25;458.25;87.89
9;60;248.26;1;13;6.10;11.4;67.4;35.88;64.3;1362.4;590.65;25.25;502.75;107.37
