Solution;Hotel;HotelRating;HotelPrice;TotalAttractions;TotalQuality;TotalTime;TotalCost;Day1Attractions;Day1Neighborhoods;Day1Time;Day1Cost;Day2Attractions;Day2Neighborhoods;Day2Time;Day2Cost;Day1Sequence;Day1TransportModes;Day2Sequence;Day2TransportModes
1;Alternative Hostel of Old Montreal;4.5;35.75;13;67.2;1335.9;35.75;7;5;711.7;0.00;6;4;624.2;0.00;Aldred Building - Montreal|La Guilde - Montreal|City Hall|Leonard Cohen Mural|Crystal Dreams St Denis - Montreal|Cathédrale Christ Church Cathedral|Kondiaronk Belvedere;Walking|Walking|Walking|Walking|Walking|Walking|Walking|Walking;Pont Jacques-Cartier - Montreal|Bibliotheque et Archives Nationales du Quebec|St. Patrick's Basilica|Maisonneuve Monument - Montreal|L'original Art Gallery|Place d'Armes;Walking|Walking|Walking|Walking|Walking|Walking|Walking
2;Alternative Hostel of Old Montreal;4.5;35.75;13;67.4;1362.4;65.75;7;4;704.5;30.00;6;5;658.0;0.00;Aldred Building - Montreal|Notre-Dame Basilica|City Hall|Musée Marguerite-Bourgeoys|La Guilde - Montreal|Cathédrale Christ Church Cathedral|Musee Romeo's - Montreal;Walking|Walking|Walking|Walking|Walking|Walking|Walking|Walking;Bibliotheque et Archives Nationales du Quebec|Kondiaronk Belvedere|St. Patrick's Basilica|Maisonneuve Monument - Montreal|L'original Art Gallery|Place d'Armes;Walking|Walking|Walking|Walking|Walking|Walking|Walking
3;Alternative Hostel of Old Montreal;4.5;35.75;13;66.7;1277.0;35.75;7;4;712.8;0.00;6;4;564.2;0.00;Maisonneuve Monument - Montreal|Bibliotheque et Archives Nationales du Quebec|Crystal Dreams St Denis - Montreal|Pont Jacques-Cartier - Montreal|La Guilde - Montreal|Cathédrale Christ Church Cathedral|Palais des Congres;Walking|Walking|Walking|Walking|Walking|Walking|Walking|Walking;Aldred Building - Montreal|Kondiaronk Belvedere|Place d'Armes|City Hall|L'original Art Gallery|Leonard Cohen Mural;Walking|Walking|Walking|Walking|Walking|Walking|Walking
4;Alternative Hostel of Old Montreal;4.5;35.75;13;66.9;1133.1;97.77;7;3;528.7;28.00;6;4;604.4;34.02;Maisonneuve Monument - Montreal|Place d'Armes|Pont Jacques-Cartier - Montreal|L'original Art Gallery|Musée Marguerite-Bourgeoys|Notre-Dame-de-Bon-Secours Chapel|City Hall;Walking|Walking|Walking|Walking|Walking|Walking|Walking|Walking;St. Patrick's Basilica|Cathédrale Christ Church Cathedral|Leonard Cohen Mural|Bibliotheque et Archives Nationales du Quebec|Musée du Montréal juif - Museum of Jewish Montreal|Crystal Dreams St Denis - Montreal;Walking|Walking|Walking|Walking|Walking|Bus|Car
5;Alternative Hostel of Old Montreal;4.5;35.75;12;62.9;1275.9;35.75;6;5;571.4;0.00;6;2;704.5;0.00;Place d'Armes|Musee Romeo's - Montreal|Kondiaronk Belvedere|La Guilde - Montreal|Crystal Dreams St Denis - Montreal|L'original Art Gallery;Walking|Walking|Walking|Walking|Walking|Bus|Walking;Aldred Building - Montreal|Maisonneuve Monument - Montreal|Bota Bota, Spa-sur-l'eau - Montreal|Cathédrale Christ Church Cathedral|Leonard Cohen Mural|Pont Jacques-Cartier - Montreal;Walking|Walking|Walking|Walking|Walking|Walking|Walking
6;Alternative Hostel of Old Montreal;4.5;35.75;12;63.8;1178.5;51.75;6;4;552.0;16.00;6;5;626.5;0.00;Aldred Building - Montreal|Notre-Dame Basilica|La Guilde - Montreal|Crystal Dreams St Denis - Montreal|Leonard Cohen Mural|Cathédrale Christ Church Cathedral;Walking|Walking|Walking|Walking|Walking|Walking|Walking;Kondiaronk Belvedere|Bibliotheque et Archives Nationales du Quebec|St. Patrick's Basilica|Maisonneuve Monument - Montreal|L'original Art Gallery|Place d'Armes;Walking|Walking|Walking|Walking|Walking|Walking|Walking
7;Alternative Hostel of Old Montreal;4.5;35.75;12;62.6;1148.9;35.75;6;3;589.3;0.00;6;4;559.5;0.00;Maisonneuve Monument - Montreal|Bibliotheque et Archives Nationales du Quebec|Crystal Dreams St Denis - Montreal|Pont Jacques-Cartier - Montreal|La Guilde - Montreal|Cathédrale Christ Church Cathedral;Walking|Walking|Walking|Walking|Walking|Walking|Walking;Aldred Building - Montreal|Kondiaronk Belvedere|Place d'Armes|City Hall|L'original Art Gallery|Leonard Cohen Mural;Walking|Bus|Walking|Walking|Walking|Walking|Walking
8;Alternative Hostel of Old Montreal;4.5;35.75;12;62.6;1212.7;35.75;6;3;605.4;0.00;6;4;607.2;0.00;Maisonneuve Monument - Montreal|Bibliotheque et Archives Nationales du Quebec|Crystal Dreams St Denis - Montreal|Cathédrale Christ Church Cathedral|La Guilde - Montreal|Pont Jacques-Cartier - Montreal;Walking|Walking|Walking|Walking|Walking|Walking|Walking;Aldred Building - Montreal|Leonard Cohen Mural|Place d'Armes|City Hall|L'original Art Gallery|Kondiaronk Belvedere;Walking|Walking|Walking|Walking|Walking|Walking|Walking
9;Alternative Hostel of Old Montreal;4.5;35.75;11;57.7;1040.2;35.75;5;2;506.0;0.00;6;4;534.3;0.00;Aldred Building - Montreal|Pont Jacques-Cartier - Montreal|La Guilde - Montreal|Cathédrale Christ Church Cathedral|Maisonneuve Monument - Montreal;Walking|Walking|Walking|Walking|Walking|Walking;Place d'Armes|Kondiaronk Belvedere|Leonard Cohen Mural|St. Patrick's Basilica|L'original Art Gallery|City Hall;Walking|Walking|Walking|Walking|Walking|Walking|Walking
10;Alternative Hostel of Old Montreal;4.5;35.75;11;59.8;1121.6;77.75;6;5;581.5;16.00;5;4;540.1;26.00;Maisonneuve Monument - Montreal|Notre-Dame Basilica|Bibliotheque et Archives Nationales du Quebec|Crystal Dreams St Denis - Montreal|La Guilde - Montreal|St. Patrick's Basilica;Walking|Walking|Walking|Walking|Walking|Walking|Walking;Cathédrale Christ Church Cathedral|Aldred Building - Montreal|Leonard Cohen Mural|L'original Art Gallery|Musée du Montréal juif - Museum of Jewish Montreal;Walking|Walking|Walking|Walking|Walking|Walking
