Solution;Hotel;TotalAttractions;TotalQuality;TotalTime;TotalCost
1;Alternative Hostel of Old Montreal;6;35.9;764.2;35.75
2;Alternative Hostel of Old Montreal;12;61.1;1381.5;40.67
3;Alternative Hostel of Old Montreal;5;30.7;566.5;75.57
4;Deluxe Suites Downtown Montreal;15;77.0;1363.4;348.18
5;Deluxe Suites Downtown Montreal;15;76.9;1304.0;355.28
6;The Ritz-Carlton, Montreal;7;39.8;711.2;1061.28
7;Four Seasons Hotel Montreal;9;48.7;817.2;905.82
8;Honeyrose Hotel Montreal A Tribute Portfolio Hotel;10;53.4;893.5;640.92
9;Alternative Hostel of Old Montreal;5;30.7;566.5;75.57
10;Empire Suites;8;38.8;769.6;291.95
11;Auberge St Jacques;15;74.2;1354.8;262.28
12;Alternative Hostel of Old Montreal;8;44.3;778.7;55.98
13;Alternative Hostel of Old Montreal;10;53.7;992.9;152.83
14;Deluxe Suites Downtown Montreal;14;72.8;1186.6;348.18
15;Alternative Hostel of Old Montreal;9;49.4;912.7;56.65
16;Alternative Hostel of Old Montreal;13;66.8;1259.3;72.85
17;Alternative Hostel of Old Montreal;6;35.9;764.2;35.75
18;Hotel Monville;6;34.9;605.7;322.25
19;Honeyrose Hotel Montreal A Tribute Portfolio Hotel;7;39.6;676.2;592.20
20;Fairmont The Queen Elizabeth;10;53.3;930.7;552.33
21;Honeyrose Hotel Montreal A Tribute Portfolio Hotel;7;39.6;676.2;592.20
22;Deluxe Suites Downtown Montreal;12;62.8;1059.3;412.97
23;Alternative Hostel of Old Montreal;12;61.7;1219.1;111.28
24;Alternative Hostel of Old Montreal;14;72.3;1323.5;134.72
25;Alternative Hostel of Old Montreal;13;66.7;1225.3;127.37
26;Alternative Hostel of Old Montreal;11;58.0;1076.6;120.48
27;Alternative Hostel of Old Montreal;7;40.5;819.2;49.75
28;Alternative Hostel of Old Montreal;11;58.0;1076.6;120.48
29;Alternative Hostel of Old Montreal;6;35.3;661.3;65.98
30;Alternative Hostel of Old Montreal;10;52.7;946.7;81.78
31;Alternative Hostel of Old Montreal;9;48.4;836.3;132.88
32;Hotel Monville;13;66.5;1154.8;383.62
33;Deluxe Suites Downtown Montreal;12;62.8;1059.3;412.97
34;Deluxe Suites Downtown Montreal;15;77.0;1363.4;348.18
35;Alternative Hostel of Old Montreal;11;57.2;1134.6;42.65
36;Alternative Hostel of Old Montreal;8;44.8;861.2;89.57
37;Alternative Hostel of Old Montreal;14;70.3;1334.0;104.07
38;Hotel Monville;6;34.9;605.7;322.25
39;Alternative Hostel of Old Montreal;13;67.1;1180.3;178.83
40;Alternative Hostel of Old Montreal;10;54.4;1199.6;40.55
41;Alternative Hostel of Old Montreal;8;45.3;933.0;35.75
42;Alternative Hostel of Old Montreal;11;59.1;1118.5;57.75
43;Honeyrose Hotel Montreal A Tribute Portfolio Hotel;9;48.4;814.2;637.43
44;Alternative Hostel of Old Montreal;9;50.1;1116.0;35.75
45;Hotel Kutuma;10;53.2;972.2;399.78
46;Alternative Hostel of Old Montreal;7;39.0;744.2;86.55
47;Deluxe Suites Downtown Montreal;12;63.6;1108.2;379.15
48;Alternative Hostel of Old Montreal;10;54.3;1302.9;35.75
49;Honeyrose Hotel Montreal A Tribute Portfolio Hotel;10;54.1;990.1;554.57
50;Auberge du Plateau;8;44.3;786.6;105.32
51;Alternative Hostel of Old Montreal;13;67.6;1303.9;133.62
52;Alternative Hostel of Old Montreal;11;58.3;1246.5;40.67
53;Alternative Hostel of Old Montreal;13;66.8;1160.3;164.25
54;Alternative Hostel of Old Montreal;12;61.9;1341.7;43.75
55;Hotel Monville;7;39.0;685.4;351.53
56;Alternative Hostel of Old Montreal;11;57.7;1097.9;104.87
57;Alternative Hostel of Old Montreal;14;71.3;1320.8;132.85
58;Alternative Hostel of Old Montreal;12;61.2;1175.7;147.00
59;Alternative Hostel of Old Montreal;14;71.3;1253.6;135.52
60;Deluxe Suites Downtown Montreal;12;63.6;1108.2;379.15
