Solution;Hotel;TotalAttractions;TotalQuality;TotalTime;TotalCost
1;Alternative Hostel of Old Montreal;7;40.9;739.2;35.75
2;Alternative Hostel of Old Montreal;11;57.8;1390.0;35.75
3;Alternative Hostel of Old Montreal;15;77.0;1374.1;147.27
4;Honeyrose Hotel Montreal A Tribute Portfolio Hotel;3;22.1;426.2;515.25
5;Hôtel Saint-Sulpice;9;48.3;797.7;556.27
6;Hotel Chrome Montreal;5;27.8;527.5;208.50
7;Hotel Le Cantlie Suites;14;70.5;1191.4;407.75
8;Alternative Hostel of Old Montreal;4;26.6;534.7;61.75
9;Best Western Plus Hotel Montreal;8;44.5;679.5;300.18
10;Auberge du Plateau;6;35.8;606.8;84.97
11;Best Western Plus Hotel Montreal;12;62.0;979.9;355.45
12;Hotel Le Cantlie Suites;14;70.5;1191.4;407.75
13;Best Western Ville-Marie Montreal Hotel & Suites;14;70.9;1256.6;354.68
14;Alternative Hostel of Old Montreal;13;67.4;1087.4;123.20
15;Best Western Plus Hotel Montreal;8;44.5;682.7;293.52
16;Hôtel Saint-Sulpice;9;48.3;797.7;556.27
17;Alternative Hostel of Old Montreal;11;59.9;937.2;112.35
18;Alternative Hostel of Old Montreal;7;40.7;631.5;41.98
19;Alternative Hostel of Old Montreal;11;57.8;1390.0;35.75
20;Alternative Hostel of Old Montreal;14;72.6;1288.3;115.17
21;Alternative Hostel of Old Montreal;10;55.8;1012.2;83.78
22;Hotel Chrome Montreal;6;31.8;579.0;208.50
23;Hotel Chez Swann;6;35.6;579.8;382.33
24;Alternative Hostel of Old Montreal;7;40.7;631.5;41.98
25;Alternative Hostel of Old Montreal;12;62.9;1214.4;65.97
26;Sonder Maisonneuve;8;45.0;690.1;277.17
27;Alternative Hostel of Old Montreal;13;67.4;1317.8;75.75
28;Alternative Hostel of Old Montreal;13;68.0;1156.1;91.75
29;Alternative Hostel of Old Montreal;10;54.5;909.1;49.75
30;Auberge du Plateau;6;35.8;606.8;84.97
31;Alternative Hostel of Old Montreal;10;54.0;816.8;99.52
32;Hotel Chrome Montreal;5;27.8;527.5;208.50
33;Alternative Hostel of Old Montreal;12;63.8;1144.6;80.67
34;Alternative Hostel of Old Montreal;9;50.6;1074.1;41.78
35;Le Roberval;5;29.0;573.8;234.75
36;Alternative Hostel of Old Montreal;7;41.5;955.9;35.75
37;Alternative Hostel of Old Montreal;11;57.8;1362.4;47.27
38;Alternative Hostel of Old Montreal;10;55.8;1012.2;83.78
39;Alternative Hostel of Old Montreal;12;64.5;1081.3;91.75
40;Le Roberval;9;48.1;775.3;255.42
41;Le Roberval;5;29.0;573.8;234.75
42;Alternative Hostel of Old Montreal;11;58.6;1058.1;65.75
43;Alternative Hostel of Old Montreal;8;46.3;817.8;74.67
44;Le Roberval;5;28.0;553.5;258.50
45;Hotel Chez Swann;6;35.6;579.8;382.33
46;Sonder Maisonneuve;8;45.6;720.1;258.65
47;Alternative Hostel of Old Montreal;13;68.4;1250.9;134.35
48;Auberge du Plateau;10;54.6;878.7;131.28
49;Alternative Hostel of Old Montreal;14;72.6;1289.3;111.38
50;Alternative Hostel of Old Montreal;11;59.4;1164.5;56.93
51;Samesun Montreal Central;9;47.9;797.7;110.63
52;Alternative Hostel of Old Montreal;5;30.8;591.8;59.50
53;Alternative Hostel of Old Montreal;9;49.8;980.5;35.75
54;Alternative Hostel of Old Montreal;8;44.6;719.9;65.73
55;Alternative Hostel of Old Montreal;8;44.9;844.2;56.43
56;Samesun Montreal Central;9;48.2;809.1;105.82
57;Alternative Hostel of Old Montreal;10;55.0;940.0;82.90
58;Alternative Hostel of Old Montreal;12;63.9;1218.0;61.75
59;Alternative Hostel of Old Montreal;13;68.5;1308.9;83.98
60;Alternative Hostel of Old Montreal;8;45.2;789.8;72.90
61;Alternative Hostel of Old Montreal;8;45.9;743.2;85.75
62;Alternative Hostel of Old Montreal;10;54.7;916.2;85.55
63;Alternative Hostel of Old Montreal;9;49.7;904.3;56.77
64;Alternative Hostel of Old Montreal;11;59.9;955.9;96.67
65;Alternative Hostel of Old Montreal;13;69.0;1316.0;93.88
66;Alternative Hostel of Old Montreal;5;31.5;599.6;61.75
67;Alternative Hostel of Old Montreal;12;62.7;1234.6;49.75
68;Alternative Hostel of Old Montreal;8;45.2;899.9;49.00
69;Alternative Hostel of Old Montreal;13;68.2;1211.8;126.97
70;Alternative Hostel of Old Montreal;9;50.5;862.1;67.78
71;Alternative Hostel of Old Montreal;11;58.9;1064.5;49.75
72;Alternative Hostel of Old Montreal;8;45.4;977.7;35.75
73;Alternative Hostel of Old Montreal;12;62.7;1234.6;49.75
74;Alternative Hostel of Old Montreal;8;45.3;762.7;79.52
75;Alternative Hostel of Old Montreal;9;50.5;862.1;67.78
76;Alternative Hostel of Old Montreal;5;30.8;591.8;59.50
77;Alternative Hostel of Old Montreal;8;44.9;844.2;56.43
78;Alternative Hostel of Old Montreal;13;69.0;1316.0;93.88
79;Best Western Plus Hotel Montreal;8;44.5;682.7;293.52
80;Alternative Hostel of Old Montreal;11;59.5;1079.5;67.52
