Solution;Hotel;TotalAttractions;TotalQuality;TotalTime;TotalCost
1;Auberge L'Apero;5;29.8;472.6;25.25
2;Auberge L'Apero;16;79.0;1416.1;122.18
3;Alternative Hostel of Old Montreal;16;80.0;1425.6;132.78
4;Alternative Hostel of Old Montreal;16;80.0;1397.9;139.68
5;Hotel Saint-Laurent Montreal;5;28.7;368.5;332.45
6;Hotel William Gray;15;76.3;1262.4;602.35
7;Deluxe Suites Downtown Montreal;6;35.5;533.1;256.38
8;Hotel Saint-Laurent Montreal;9;46.5;660.2;419.83
9;Alternative Hostel of Old Montreal;15;75.6;1201.4;159.30
10;Hotel Saint-Laurent Montreal;10;51.3;747.0;399.38
11;Fairmont The Queen Elizabeth;5;29.7;445.0;481.90
12;Deluxe Suites Downtown Montreal;15;77.0;1397.3;356.36
13;Auberge L'Apero;7;37.6;605.0;39.25
14;Fairmont The Queen Elizabeth;5;29.7;442.0;481.90
15;Deluxe Suites Downtown Montreal;14;72.1;1131.8;363.15
16;Alternative Hostel of Old Montreal;16;80.0;1425.6;132.78
17;Hotel William Gray;11;57.6;833.1;585.88
18;Alternative Hostel of Old Montreal;8;43.3;638.3;70.65
19;Alternative Hostel of Old Montreal;13;67.1;1060.3;120.37
20;Auberge L'Apero;7;38.6;705.8;39.25
21;Auberge L'Apero;8;42.7;719.5;25.25
22;Auberge L'Apero;12;60.5;1205.4;39.25
23;Auberge L'Apero;11;56.9;990.2;44.83
24;Alternative Hostel of Old Montreal;9;48.3;813.5;70.65
25;Deluxe Suites Downtown Montreal;14;72.1;1131.8;363.15
26;Hotel William Gray;15;76.3;1262.4;602.35
27;Deluxe Suites Downtown Montreal;10;53.8;803.8;314.72
28;Auberge L'Apero;12;61.5;1238.9;45.98
29;Auberge L'Apero;13;65.5;1169.2;61.98
30;Hotel William Gray;6;35.1;522.8;512.05
31;Deluxe Suites Downtown Montreal;5;31.3;472.3;257.70
32;Hotel William Gray;7;40.1;608.9;558.15
33;Best Western Plus Montreal Downtown-Hotel Europa;5;29.0;431.2;328.40
34;Hotel Saint-Laurent Montreal;9;46.8;684.8;403.73
35;Hotel William Gray;6;35.1;522.8;512.05
36;Auberge L'Apero;8;42.3;677.7;44.67
37;Hotel Nelligan;14;72.6;1173.7;599.05
38;Hotel William Gray;7;39.7;591.3;532.90
