Solution;Hotel;TotalAttractions;TotalQuality;TotalTime;TotalCost
1;Auberge L'Apero;6;34.2;665.7;25.25
2;Auberge L'Apero;4;25.8;393.5;48.43
3;Samesun Montreal Central;16;80.7;1405.3;155.73
4;Samesun Montreal Central;16;80.7;1394.9;168.53
5;The Ritz-Carlton, Montreal;7;42.7;605.7;1076.85
6;The Ritz-Carlton, Montreal;7;42.7;605.7;1076.85
7;Hôtel Saint-Sulpice;14;72.0;1123.9;654.40
8;Deluxe Suites Downtown Montreal;15;77.9;1354.9;333.43
9;Auberge L'Apero;5;29.8;459.0;50.50
10;Auberge L'Apero;4;25.8;393.5;48.43
11;Samesun Montreal Central;16;80.7;1405.3;155.73
12;Warwick Le Crystal - Montréal;11;59.5;879.7;461.70
13;Alternative Hostel of Old Montreal;12;64.0;1187.3;51.75
14;Hôtel Le Germain Montréal;6;35.2;460.4;382.23
15;Hôtel Saint-Sulpice;14;72.0;1123.9;654.40
16;Auberge L'Apero;8;42.5;634.3;74.83
17;Hôtel Saint-Sulpice;13;67.9;1065.5;605.87
18;Hôtel Saint-Sulpice;9;50.5;716.8;540.50
19;Auberge L'Apero;11;57.7;1175.0;30.48
20;Auberge L'Apero;9;49.3;778.4;81.43
21;Alternative Hostel of Old Montreal;10;54.4;861.6;57.78
22;Auberge L'Apero;7;37.9;547.6;82.98
23;Alternative Hostel of Old Montreal;13;67.3;1170.2;73.17
24;Alternative Hostel of Old Montreal;15;76.4;1400.2;79.75
25;Auberge L'Apero;10;52.6;817.8;60.67
26;Alternative Hostel of Old Montreal;12;64.0;1187.3;51.75
27;Auberge L'Apero;5;29.8;459.0;50.50
28;Auberge L'Apero;8;43.6;876.3;25.25
29;Hôtel Saint-Sulpice;7;41.8;598.0;526.50
30;Auberge L'Apero;6;33.9;487.0;68.98
31;Hôtel Le Germain Montréal;5;31.0;400.4;393.12
32;Auberge L'Apero;10;52.1;789.3;74.60
33;Hôtel Le Germain Montréal;8;46.3;669.5;394.25
34;Auberge L'Apero;13;65.9;1269.5;32.17
35;Hôtel Le Germain Montréal;7;40.2;580.9;358.63
36;Hôtel Saint-Sulpice;9;50.5;716.8;540.50
37;Hôtel Le Germain Montréal;8;46.3;687.3;378.45
38;Auberge L'Apero;12;61.2;1182.2;25.25
39;Hôtel Saint-Sulpice;10;54.7;782.4;556.72
40;Alternative Hostel of Old Montreal;13;68.5;1141.1;112.85
41;Hôtel Le Germain Montréal;6;36.0;517.7;358.63
42;Auberge L'Apero;15;74.7;1281.9;122.37
43;Alt Hotel Montreal;15;77.3;1315.5;410.58
44;Auberge L'Apero;11;56.7;1047.1;25.25
45;Auberge L'Apero;9;48.0;898.1;25.25
46;Warwick Le Crystal - Montréal;10;53.2;759.5;466.03
47;Warwick Le Crystal - Montréal;14;72.8;1237.3;461.53
48;Auberge L'Apero;7;37.9;547.6;82.98
49;Alternative Hostel of Old Montreal;10;54.3;812.7;65.75
50;Auberge L'Apero;14;70.1;1395.3;51.38
51;Alternative Hostel of Old Montreal;8;45.2;691.5;81.33
52;Alternative Hostel of Old Montreal;14;71.0;1345.8;64.28
53;Alternative Hostel of Old Montreal;5;30.8;415.2;68.57
54;Hôtel Saint-Sulpice;6;35.1;446.0;573.60
55;Warwick Le Crystal - Montréal;14;72.4;1195.8;478.72
56;Hôtel Saint-Sulpice;13;68.0;1092.1;627.30
57;Warwick Le Crystal - Montréal;13;67.8;1013.7;514.48
58;Warwick Le Crystal - Montréal;11;59.2;925.9;446.23
59;Hôtel Le Germain Montréal;14;72.5;1216.3;421.02
60;Auberge L'Apero;13;66.0;1326.7;32.12
61;Hôtel Le Germain Montréal;12;62.8;943.0;435.23
62;Auberge L'Apero;5;30.0;476.8;30.67
