Solution;Hotel;TotalAttractions;TotalQuality;TotalTime;TotalCost
1;Samesun Montreal Central;3;21.9;706.9;75.50
2;Hotel Casa Bella;13;62.6;1401.0;288.47
3;Hotel le Coach;13;66.4;1362.1;308.19
4;Hôtel Place d'Armes Old Montreal;4;26.8;364.2;445.55
5;W Montreal;13;67.0;1305.7;653.42
6;W Montreal;9;48.0;912.0;679.10
7;Hôtel Place d'Armes Old Montreal;4;26.8;364.2;445.55
8;Hotel le Coach;11;58.2;1100.3;327.50
9;Samesun Montreal Central;3;21.9;706.9;75.50
10;Samesun Montreal Central;4;26.4;498.9;93.42
11;W Montreal;8;44.2;890.7;556.75
12;W Montreal;9;48.0;912.0;679.10
13;Hotel le Coach;10;53.3;1066.5;238.36
14;Samesun Montreal Central;11;57.2;1201.4;192.38
15;Griffintown Hotel;7;37.1;702.8;312.35
16;W Montreal;7;40.2;815.2;582.75
17;W Montreal;12;62.4;1216.8;639.89
18;Samesun Montreal Central;5;30.6;843.2;81.07
19;Griffintown Hotel;12;60.2;1260.7;399.10
20;Samesun Montreal Central;9;48.6;939.4;209.57
21;Hotel Casa Bella;11;53.4;1140.6;277.85
22;Samesun Montreal Central;6;35.4;572.1;161.02
23;Griffintown Hotel;12;61.4;1283.9;392.02
24;W Montreal;8;44.4;878.4;582.75
25;Griffintown Hotel;13;63.6;1291.4;422.94
26;St Paul Hotel;8;42.8;831.3;480.70
27;Griffintown Hotel;11;56.4;1095.3;411.10
28;Samesun Montreal Central;5;31.0;615.3;81.57
29;W Montreal;10;53.3;1003.9;611.50
30;Samesun Montreal Central;8;43.8;859.9;143.80
31;Samesun Montreal Central;5;31.0;615.3;81.57
32;Samesun Montreal Central;6;34.2;819.4;81.85
33;Hotel Casa Bella;13;62.6;1401.0;288.47
34;Le Roberval;10;51.8;987.6;278.28
35;Samesun Montreal Central;6;35.0;754.0;138.62
36;St Paul Hotel;8;42.8;831.3;480.70
37;Samesun Montreal Central;10;53.0;987.9;142.78
38;Samesun Montreal Central;7;39.8;1043.2;101.18
39;Hotel le Coach;11;58.1;1264.4;262.36
40;W Montreal;10;53.2;966.3;563.55
