Hypervolume;Spread;ParetoSize;BestF1_Attractions;BestF1_Hotel;BestF2_Quality;BestF2_Hotel;BestF3_Time;BestF3_Hotel;BestF4_Cost;BestF4_Hotel
0.0384;0.9989;40;13;Hotel Casa Bella;67.0;W Montreal;364.1833333333333;Hôtel Place d'Armes Old Montreal;75.5;Samesun Montreal Central
