Solution;Hotel;TotalAttractions;TotalQuality;TotalTime;TotalCost
1;Auberge L'Apero;5;30.3;1053.5;25.25
2;Auberge L'Apero;4;26.0;644.4;39.25
3;Auberge L'Apero;12;61.9;1431.5;61.95
4;Hotel le Coach;14;71.6;1414.3;307.83
5;Hotel Monville;14;71.2;1295.0;424.27
6;The Ritz-Carlton, Montreal;11;58.0;1002.8;1125.03
7;The Ritz-Carlton, Montreal;7;40.4;801.4;1049.80
8;Courtyard Montreal Downtown;12;62.1;1146.2;461.62
9;Auberge L'Apero;6;34.5;867.7;30.83
10;Hotel Bon Accueil;5;28.2;674.2;184.98
11;Alternative Hostel of Old Montreal;9;50.4;1204.6;49.75
12;Hotel le Coach;10;54.2;1067.2;225.50
13;The Ritz-Carlton, Montreal;8;45.0;814.6;1066.50
14;Alternative Hostel of Old Montreal;11;58.8;1348.8;49.75
15;Alternative Hostel of Old Montreal;9;49.6;1165.7;35.75
16;Alternative Hostel of Old Montreal;10;54.6;1146.6;65.75
17;Alternative Hostel of Old Montreal;13;67.1;1321.6;141.18
18;The Ritz-Carlton, Montreal;7;40.4;801.4;1049.80
19;Auberge L'Apero;12;61.9;1431.5;61.95
20;Deluxe Suites Downtown Montreal;10;55.5;1011.6;334.18
21;Auberge L'Apero;12;62.6;1276.2;82.93
22;Auberge L'Apero;14;70.6;1333.1;155.02
23;Auberge L'Apero;6;35.2;1191.4;25.25
24;Hotel Bon Accueil;6;31.8;705.5;209.88
25;Hotel Monville;13;66.9;1196.5;399.62
26;Alternative Hostel of Old Montreal;8;44.9;1028.4;49.75
27;Hotel Bon Accueil;5;28.2;674.2;184.98
28;Hotel Zero 1;7;37.8;791.6;318.00
29;Auberge L'Apero;14;69.9;1333.1;139.47
30;Hotel Bon Accueil;12;58.2;1115.9;268.28
31;Auberge L'Apero;12;61.4;1398.8;57.55
32;Hotel Bon Accueil;7;36.2;770.8;197.32
33;Courtyard Montreal Downtown;7;38.8;795.4;395.68
34;Auberge L'Apero;5;30.9;738.0;30.83
35;Hotel Zero 1;8;42.8;810.6;313.27
36;Alternative Hostel of Old Montreal;7;40.7;827.9;68.27
37;Alternative Hostel of Old Montreal;12;63.0;1320.7;68.27
38;Auberge L'Apero;13;66.3;1382.6;79.32
39;Hotel Bon Accueil;7;35.7;770.8;203.50
40;Auberge L'Apero;6;34.8;899.9;44.83
41;The Ritz-Carlton, Montreal;11;58.3;1059.6;1092.20
42;Alternative Hostel of Old Montreal;10;52.7;913.0;131.30
43;Auberge L'Apero;9;49.1;1355.3;32.15
44;Auberge L'Apero;10;52.3;928.8;100.00
45;Deluxe Suites Downtown Montreal;11;59.8;1076.0;320.47
46;Auberge L'Apero;9;47.0;1103.5;30.67
47;Alternative Hostel of Old Montreal;7;39.3;848.9;49.75
48;The Ritz-Carlton, Montreal;8;45.0;794.3;1077.97
49;Hotel Zero 1;7;38.6;727.8;319.28
50;Auberge L'Apero;13;65.5;1334.0;81.22
51;Hotel Bon Accueil;6;31.5;711.2;188.00
52;Auberge L'Apero;11;55.8;1236.7;73.07
53;Auberge L'Apero;9;48.3;979.7;98.40
54;Auberge L'Apero;10;52.7;1030.8;120.50
55;Auberge L'Apero;10;53.6;1087.2;76.57
56;Auberge L'Apero;11;56.6;1253.6;59.05
57;Alternative Hostel of Old Montreal;13;67.7;1219.6;186.72
58;Auberge L'Apero;13;65.8;1183.0;149.87
59;Auberge L'Apero;13;66.5;1317.5;94.50
60;The Ritz-Carlton, Montreal;9;48.6;850.0;1078.37
61;Courtyard Montreal Downtown;12;62.1;1146.2;461.62
62;Auberge L'Apero;12;61.7;1135.7;99.63
63;Alternative Hostel of Old Montreal;8;43.5;948.4;49.75
64;Alternative Hostel of Old Montreal;13;67.4;1222.8;181.07
65;The Ritz-Carlton, Montreal;9;49.3;881.0;1078.02
66;Alternative Hostel of Old Montreal;8;44.4;961.4;49.75
67;Auberge L'Apero;10;52.3;928.8;100.00
68;Auberge L'Apero;11;57.0;1107.1;111.85
69;Hotel Bon Accueil;11;54.0;962.9;257.78
70;Hotel Bon Accueil;5;28.2;689.3;181.32
71;Auberge L'Apero;10;53.1;1099.9;58.67
72;Alternative Hostel of Old Montreal;8;43.7;871.9;65.75
73;Auberge L'Apero;13;66.0;1156.3;151.00
74;Auberge L'Apero;9;48.0;1349.0;25.25
75;Auberge L'Apero;9;48.3;833.7;70.73
76;Auberge L'Apero;9;47.1;1214.9;35.55
77;Auberge L'Apero;8;43.2;866.2;67.57
78;Auberge L'Apero;14;70.6;1271.1;166.03
79;Alternative Hostel of Old Montreal;8;44.9;1028.4;49.75
80;Auberge L'Apero;14;70.6;1271.1;166.03
