Solution;Hotel;TotalAttractions;TotalQuality;TotalTime;TotalCost
1;Alternative Hostel of Old Montreal;6;35.7;888.5;35.75
2;Alternative Hostel of Old Montreal;13;65.5;1172.3;145.52
3;Econo Lodge;4;23.9;484.6;284.85
4;Hotel William Gray;13;66.5;1420.2;627.80
5;The Ritz-Carlton, Montreal;13;67.6;1329.2;1111.83
6;The Ritz-Carlton, Montreal;11;58.1;1165.3;1113.82
7;Alternative Hostel of Old Montreal;12;62.0;1262.7;96.10
8;Econo Lodge;5;28.0;677.0;288.00
9;Alternative Hostel of Old Montreal;7;40.0;961.5;49.75
10;Auberge L'Apero;8;42.8;724.3;73.70
11;Le Centre Sheraton Montreal Hotel;9;46.9;854.7;493.87
12;Four Seasons Hotel Montreal;10;53.2;1029.6;920.65
13;Four Seasons Hotel Montreal;10;53.2;1029.6;920.65
14;Fairmont The Queen Elizabeth;4;25.2;555.9;521.12
15;Samesun Montreal Central;11;57.0;1060.0;163.47
16;Fairmont The Queen Elizabeth;13;66.2;1308.6;567.95
17;Novotel Montreal Centre;11;57.8;1120.3;416.75
18;Alternative Hostel of Old Montreal;6;35.7;888.5;35.75
19;Hotel Arena Palace Montreal;5;26.8;721.5;104.65
20;Alternative Hostel of Old Montreal;6;34.2;887.4;72.75
21;Econo Lodge;4;23.9;484.6;284.85
22;Alternative Hostel of Old Montreal;11;58.2;1387.2;76.00
23;The Ritz-Carlton, Montreal;11;58.0;1016.4;1111.52
24;Alternative Hostel of Old Montreal;11;58.2;1225.2;96.10
25;Hotel Arena Palace Montreal;10;49.7;996.5;122.65
26;Lelux Hotel;9;43.3;903.1;297.28
27;Lelux Hotel;9;43.3;903.1;297.28
28;Alternative Hostel of Old Montreal;10;54.1;1037.5;112.78
29;The Ritz-Carlton, Montreal;11;58.1;1165.3;1113.82
30;L'Appartement Hotel;9;46.6;925.5;268.47
31;Hotel Arena Palace Montreal;9;44.3;914.3;160.42
32;Alternative Hostel of Old Montreal;10;52.8;1210.6;64.38
33;L'Appartement Hotel;10;51.7;993.5;289.87
34;Novotel Montreal Centre;13;65.8;1308.7;439.51
35;Auberge L'Apero;9;46.5;926.5;103.17
36;Alternative Hostel of Old Montreal;11;57.4;1147.0;96.12
37;Fairmont The Queen Elizabeth;13;66.2;1324.1;551.58
38;Fairmont The Queen Elizabeth;10;53.1;971.3;505.00
39;L'Appartement Hotel;9;46.7;925.5;282.47
40;The Ritz-Carlton, Montreal;11;58.0;1016.4;1111.52
