Hypervolume;Spread;ParetoSize;BestF1_Attractions;BestF1_Hotel;BestF2_Quality;BestF2_Hotel;BestF3_Time;BestF3_Hotel;BestF4_Cost;BestF4_Hotel
0.0527;1.1044;60;14;Alternative Hostel of Old Montreal;71.8;Warwick Le Crystal - Montréal;722.1833333333333;Le St-Martin Hotel Particulier Montreal;25.25;Auberge L'Apero
