Iteration;ParetoSize;Time;MinAttr;MaxAttr;AvgAttr;MinQuality;MaxQuality;AvgQuality;MinTime;MaxTime;AvgTime;MinCost;MaxCost;AvgCost
1;22;1.18;1;9;5.82;7.6;47.7;33.37;92.8;1283.5;831.60;49.75;643.91;305.10
2;60;4.27;1;9;4.25;12.2;49.2;27.52;64.6;1283.5;588.03;25.25;646.06;218.98
3;60;8.88;1;11;3.45;12.2;53.8;24.06;64.4;1199.0;408.84;25.25;700.75;134.87
4;60;16.44;1;12;4.12;12.2;61.2;26.99;64.3;1257.4;442.53;25.25;700.75;115.51
5;60;31.01;1;12;4.92;12.2;61.2;30.64;64.3;1257.4;514.39;25.25;700.75;118.05
