Solution;Hotel;HotelRating;HotelPrice;TotalAttractions;TotalQuality;TotalTime;TotalCost;Day1Attractions;Day1Neighborhoods;Day1Time;Day1Cost;Day2Attractions;Day2Neighborhoods;Day2Time;Day2Cost;Day1Sequence;Day1TransportModes;Day2Sequence;Day2TransportModes
1;Auberge L'Apero;4.0;25.25;12;61.2;1257.4;39.25;6;4;592.1;0.00;6;5;665.3;14.00;Pont Jacques-Cartier - Montreal|Maisonneuve Monument - Montreal|La Guilde - Montreal|Kondiaronk Belvedere|L'original Art Gallery|Cathédrale Christ Church Cathedral;Walking|Walking|Walking|Walking|Walking|Walking|Walking;St. Patrick's Basilica|Aldred Building - Montreal|Musée Marguerite-Bourgeoys|Leonard Cohen Mural|Arsenal Art Contemporain Montréal - Montreal|Place d'Armes;Walking|Walking|Walking|Walking|Walking|Walking|Walking
2;Hygie Boutique Hotel;1.8;70.75;11;53.3;1199.0;94.50;6;4;587.4;23.75;5;4;611.5;0.00;Allez Up - Montreal|Place d'Armes|Leonard Cohen Mural|Crystal Dreams St Denis - Montreal|La Guilde - Montreal|L'original Art Gallery;Walking|Walking|Walking|Walking|Walking|Walking|Walking;Maisonneuve Monument - Montreal|Kondiaronk Belvedere|Cathédrale Christ Church Cathedral|Bota Bota, Spa-sur-l'eau - Montreal|St. Patrick's Basilica;Walking|Walking|Walking|Walking|Walking|Walking
3;Hotel Arena Palace Montreal;2.9;78.75;11;55.2;1235.7;78.75;6;4;691.8;0.00;5;4;543.9;0.00;Kondiaronk Belvedere|La Guilde - Montreal|Bibliotheque et Archives Nationales du Quebec|Place d'Armes|St. Patrick's Basilica|Palais des Congres;Walking|Walking|Walking|Walking|Walking|Walking|Walking;Belvedere Camillien-Houde - Montreal|Crystal Dreams St Denis - Montreal|Maisonneuve Monument - Montreal|L'original Art Gallery|City Hall;Walking|Walking|Walking|Walking|Walking|Walking
4;Alternative Hostel of Old Montreal;4.5;35.75;11;58.8;1202.8;79.75;5;4;524.4;14.00;6;3;678.4;30.00;Aldred Building - Montreal|Notre-Dame-de-Bon-Secours Chapel|St. Patrick's Basilica|L'original Art Gallery|La Guilde - Montreal;Walking|Walking|Walking|Walking|Walking|Walking;Cathédrale Christ Church Cathedral|Bibliotheque et Archives Nationales du Quebec|Musée Marguerite-Bourgeoys|Maisonneuve Monument - Montreal|Notre-Dame Basilica|Habitat 67;Walking|Walking|Walking|Walking|Walking|Walking|Walking
5;Alternative Hostel of Old Montreal;4.5;35.75;11;58.8;1206.1;106.11;6;3;526.6;14.00;5;4;679.5;56.36;Maisonneuve Monument - Montreal|Bibliotheque et Archives Nationales du Quebec|La Guilde - Montreal|Leonard Cohen Mural|City Hall|Notre-Dame-de-Bon-Secours Chapel;Walking|Walking|Walking|Walking|Walking|Walking|Walking;Crystal Dreams St Denis - Montreal|Musée du Montréal juif - Museum of Jewish Montreal|Notre-Dame Basilica|Phi Centre|Kondiaronk Belvedere;Walking|Bus|Walking|Walking|Walking|Bus
6;Alternative Hostel of Old Montreal;4.5;35.75;10;53.8;1172.8;35.75;5;3;613.2;0.00;5;5;559.6;0.00;Saint Joseph's Oratory of Mount Royal|Leonard Cohen Mural|La Guilde - Montreal|City Hall|Place d'Armes;Walking|Walking|Walking|Walking|Walking|Walking;St. Patrick's Basilica|Complexe Desjardins|Pont Jacques-Cartier - Montreal|Crystal Dreams St Denis - Montreal|L'original Art Gallery;Walking|Walking|Walking|Walking|Walking|Walking
7;Alternative Hostel of Old Montreal;4.5;35.75;10;54.5;1113.8;65.75;5;4;502.0;14.00;5;3;611.8;16.00;Aldred Building - Montreal|Notre-Dame-de-Bon-Secours Chapel|L'original Art Gallery|St. Patrick's Basilica|La Guilde - Montreal;Walking|Walking|Walking|Walking|Walking|Walking;Cathédrale Christ Church Cathedral|Bibliotheque et Archives Nationales du Quebec|Maisonneuve Monument - Montreal|Notre-Dame Basilica|Habitat 67;Walking|Walking|Walking|Walking|Walking|Walking
8;Auberge L'Apero;4.0;25.25;10;52.6;1182.7;25.25;5;4;634.6;0.00;5;4;548.1;0.00;Belvedere Camillien-Houde - Montreal|Leonard Cohen Mural|La Guilde - Montreal|Place d'Armes|Montreal Street Art;Walking|Walking|Walking|Walking|Walking|Bus;Bibliotheque et Archives Nationales du Quebec|L'original Art Gallery|City Hall|Maisonneuve Monument - Montreal|Complexe Desjardins;Walking|Walking|Walking|Walking|Walking|Walking
9;Alternative Hostel of Old Montreal;4.5;35.75;10;53.3;1131.2;59.50;5;4;533.2;23.75;5;3;598.0;0.00;Palais des Congres|Cathédrale Christ Church Cathedral|Kondiaronk Belvedere|La Guilde - Montreal|Allez Up - Montreal;Walking|Walking|Walking|Walking|Walking|Walking;Maisonneuve Monument - Montreal|City Hall|Atwater Market|L'original Art Gallery|Aldred Building - Montreal;Walking|Walking|Walking|Walking|Walking|Walking
10;Alternative Hostel of Old Montreal;4.5;35.75;9;49.7;1018.9;48.35;4;3;538.5;0.00;5;5;480.4;12.60;Saint Joseph's Oratory of Mount Royal|Leonard Cohen Mural|La Guilde - Montreal|City Hall;Walking|Walking|Walking|Walking|Walking;St. Patrick's Basilica|Complexe Desjardins|Cathédrale Christ Church Cathedral|Crystal Dreams St Denis - Montreal|L'original Art Gallery;Car|Walking|Walking|Walking|Car|Walking
